,id,genreId,gradeId,text
302,316,10,3,"“Please just get it out of here,” Wyatt’s dad called from the bathroom. “You know the rules. Nothing with more than four legs in the apartment.”

“Fine,” Wyatt huffed. “But I don’t get why it’s always my job. You trapped the thing! How come I have to take it out?”

“It’s about being a team player, hon,” came his dad’s reply. Wyatt could hear him washing his hands again. “Molly found it in the sink. And she, uh, raised the alarm.” Wyatt could still hear her sobbing in the next room. “I chased it around and trapped it. It almost took some of me with it, too. Now you just have to bring it downstairs and set it free. Everyone does their part.”

“Ugh, fine. Here I go!” Wyatt called. “But if I’m not back in five minutes, call the fire department. Tell them it ate me alive! On your orders!”

Wyatt kneeled down. He lowered his face to the level of the glass. Trapped inside was a big, disgusting centipede. It was crawling all over. Its creepy little legs were wiggling like crazy. 

“Gross,” said Wyatt. Then he took a deep breath.

Wyatt slid a take-out menu under the glass. He was careful not to leave room for the bug to crawl out. Then he picked up the glass– menu, bug, and all. Holding it at arm’s length, he walked out the front door.

Wyatt’s family lived in an apartment building. All the windows had screens on them. And they lived on the 11th floor. That meant that Wyatt had to bring the bug all the way down to the lobby just to let it out. Wyatt reached the elevators.

He had one hand on the menu under the cup. His other hand was planted firmly on top of the cup. He was NOT going to let that thing get out until they were outside. But it left him no hands for the elevator button. He crouched down and pressed it with his elbow.

“You’re just lucky you didn’t end up in a bug-crushing household,” Wyatt told the bug. “My dad doesn’t like to kill things. Even gross-out things like you. I guess I don’t either. But I don’t like being your personal driver much better.”

The elevator dinged and Wyatt got in. Using his elbow again, he pushed the button for “lobby”. He looked into the cup. The centipede was racing around inside. It crawled up the sides and back down again. It ran around and around. 

“Wow, you’re fast!” Wyatt said. “You must be pretty scared, huh? I would be pretty scared if I was you. Some weird looking giant traps me in a tank and runs off with me? Yeah I’d say that’s nightmare fuel for sure.”

Wyatt watched the floor numbers light up as the elevator went down. 9...8...7. He looked into the cup again. He brought it a little closer to his face. The centipede had stopped running. It was standing on the side of the glass. Its long skinny antenna waved slowly back and forth.

Wyatt laughed. “It looks like you’re waving at me!” he said. “Helloooo in there!” Wyatt tilted the glass a little. The centipede didn’t move. “It’s cool that you can crawl up walls,” he said. “I wish I could do that. Then you could see the whole world upside down! With that plus your speed, you’d make a good superhero. We could call you Captain Critter!”

The elevator rumbled down a few more floors. 4...3...2. Wyatt had a strange feeling. He was almost at the lobby. He was almost done with this gross, icky job. But he felt sad. He didn’t want to lose Captain Critter. 

The elevator dinged again. The doors slid open. They had reached the lobby. Wyatt could see the big glass doors to the street. But he didn’t step out. 

No, Wyatt crouched again and pushed the number 11 button with his elbow. The doors slid shut. Wyatt looked at Captain Critter and smiled. His dad was not going to be happy about his new pet. 
"
303,317,10,3,"It was the last few minutes of the last soccer game of the season. The finals.  Whoever won this game, won it all. And Miranda wanted to win more than anything.

The sky was a clear, cloudless blue. The late afternoon sun was bright and golden. Miranda could see it glinting off the table of trophies. Parents, siblings, and kids from other teams lined one side of the field. Some were sitting in the grass. Some were munching hot dogs. But all eyes were on the game. The score was 1-1, with just 3 minutes to go.

Miranda looked out at her teammates. Every member of the Panthers wore a royal blue jersey. Each one had their number on the back. They were scattered across the field, but they flowed together like water. They ran in almost perfect step. They passed the ball like they were mind-readers. They had practiced and practiced for this. And they were good. Really good. But there was a problem.

For every royal blue jersey, there was an orange jersey to match. The Rockets. They weren't a very good team. But they played rough. That was the problem. The girls on the Rockets had a bad habit. They liked to foul players when the ref wasn’t looking. Their coach never seemed to be looking either. And when they did get called, they were suddenly all smiles and pigtails. But what did grown ups know about what happened on the field, anyway? On the field it was kids vs. kids. The rest was just details. 

And now they had reached the final game. The game they had been working for all season. They had to win. 

Miranda saw the ball come sailing towards her. She ran and met it as it landed. She ran faster, tapping the ball along with her. She was almost at the Panther’s net! But just then a defender popped up in front of her. The girl was like a human wall. Miranda couldn't get past her. She looked around quickly. Her teammate Vanessa was on her left! She passed the ball to Vanessa and Vanessa took the shot! The ball soared towards the net. But the goalie’s hands were too quick! The goalie punched the ball away. It flew off behind the goal post. 

The whistle blew. Corner kick for the Panthers. Miranda checked her watch. Just one minute left in the game. This was going to be their last chance. Kaitlyn went to take the corner. Kaitlyn had a kick so powerful that she had dented a parking sign once! Almost every member of the Panthers crushed in around the net. It was all a jumble of blue and orange. The whistle blew again. Kaitlyn took the kick.

With a powerful THWACK the ball spun high in the air! It arched over the first few players. Miranda watched it like it was happening in slow motion. She saw the ball starting to drop towards her. She saw the goalie drifting towards the left side of the net. She felt a Rockets player tugging on her jersey. She jumped up and headed the ball! The Rockets goalie reached for it, but it was no use. The ball plunged deep into the right side of the net! 

Nobody heard the final whistle over the screams of joy from the team and the crowd. Everyone rushed the field! They had done it! They had won!


"
304,318,12,4,"“Yes I know how you might steal the light from the golden stars,” the cat purred with a sly grin. “First you have to leave the town and go out into the deepest, darkest night.”
"
305,319,12,4,"The grizzly bear walked across the rotted, maggoty log. It had mushrooms growing inside it, and moss growing over it. It had bugs crawling through its many nooks and crannies. 

“How can something so dead, contain so much life?” the grizzly bear said.


"
306,320,4,5,"The sorceress stepped slowly out of the heavy mist. Her dark hood was up and her head was bowed, concealing her face in shadow. In her hands she held a glowing blue orb, whose contents seemed to swirl and twist.

“This ends now,” she whispered.


"
307,321,4,5,"The troll’s rough greyish face curled into a snarl. At the same time, one long gooey blob of black snot oozed out of its hairy nostril and into its own mouth.

"
308,322,4,5,"The Winter Spirit rose from the frozen earth in a swell of shining blue-white lights. It spun wildly through the air and landed softly back on the ground. Now it took the form of a man cloaked in shimmering silver robes.

“That would have looked really cool if there was anyone here to see it!” he called to the empty forest.




"
309,323,5,5,"Gunther pushed roughly past the small man and stuck the iron rod back in the fire. Its tip glowed red. Without turning around Gunther said, “If you can’t stand the heat, stay out of Ye Olde Blacksmith Shoppe.”
"
310,324,5,5,"Two children huddled together as the strange woman floated off down the street. 

“That’s the fancy feline lady,” one whispered to the other. “I heard she wears live kittens as mittens, and a fat cat as a hat.”
"
311,325,5,6,"On his wedding day, the prince wore his finest silken cape. Unfortunately, he had forgotten to wear pants as well.
"
312,326,7,5,"Derek could feel his dog, Sammy, licking his face to wake him up. It made him smile even though the dog breath was worse than usual this morning. Then Derek remembered that Sammy was at the vet.
"
313,327,7,6,"Stacey heard a window smash, then heavy footsteps dragging down the hallway. Someone –or some <i>thing</i>– was inside the house.
"
314,328,7,4,"Caroline, Todd, and just about everything else in the room was covered in thick green slime. But the monster itself was gone...for now.
"
315,329,8,6,"<i>Vincent is definitely acting like he’s got something to hide. </i>Dianne thought it over and over again as she paced her room.<i> But how can I make him cough up the truth?</i>


"
316,330,8,5,"Stanley was almost at his bike when he reached into his jacket pocket for a stick of gum. He felt a folded up piece of paper that hadn’t been in there before. He took it out and opened it up. It read: <i>Meet me in the janitor's closet at exactly 3:45pm. I have answers. </i>


"
317,331,8,5,"Hyun Jae thought she had ever held her breath so long. If Old Man Jenners found her snooping in his store room, she was absolutely done for!
"
318,332,10,5,"Chidi enjoyed playing baseball. He liked all the free time he got, standing way out in the outfield. The only downer was that sometimes the ball got in the way.
"
319,333,10,5,"“And now for my final trick,” Anise announced from the stage, “I will saw my lovely assistant in half!”

“Wait, what???” Nikita whispered urgently from inside the box. “You said I’d be half the act, not half of myself!”
"
320,334,10,5,"Paul picked up the electric guitar and sheepishly played a few bars. 

“That’s great!” Eddy said. “Now that you know how to use that instrument to make sounds like a dying cat, I can teach you how to play music instead.”


"
321,335,11,5,"Gina turned the last screw and stepped back from her invention. The first ever elf-driving car was ready to take over the world!
"
322,336,11,5,"Jeet couldn’t believe he was standing on a brand new planet. The feeling was enough to fog up the helmet of his space suit! But that also might have been the extreme humidity of the air.
"
323,337,11,5,"“I have to go back in time to before any of this happened!” Chelsea cried.

“You can’t do that!” Elsa said looking scared. “In the movies, whenever somebody tries to use time travel they always say something bad is going to happen. Something about space...and time... and rips...or is it tears?"" She paused for a moment, apparently confused. ""If you go back in time you’re gonna break all the clocks in outer space or something!”
"
324,338,11,5,"Ira wound the crank and ran a few paces back, out of the way. The machine began whirring and dinging. Lights flashed and a loud buzzer sounded until suddenly everything stopped. The machine went silent and the lights flickered off. Ira sighed.

“Well, 679th time is the charm,” he said, rolling up his sleeves.
"
325,339,7,5,"Mara walked through the bustling carnival, trying to see where her friends had gone. It was starting to get dark. The colored lights blinked wildly on the midway and the ferris wheel, filling her eyes. Every so often, shrieks pierced the air all around– from laughter or fear, Mara couldn’t tell. The smells of salty popcorn and frying oil were everywhere. Bodies pushed her this way and that until something stopped her in her tracks. She turned and saw a strange man staring wide-eyed at her. He sat in a booth beneath a banner that read: FORTUNES. He had dark eyes and bony, pale face. He drifted towards her. 

When his face was just inches from her own, he whispered, “Your doom is coming, Mara. Very soon.”
"
326,340,8,5,"""I didn’t do nothin’!” Robert yelled, retreating into a corner. ""I didn’t do nothin’ and you can’t prove I did!”

""Oh give me a break, Robert!” I said, edging closer to him. ""We all know you stole the mayor’s ring. We know it, you know it. So enough with all this denial junk. Just cough it up already, will ya?”

Just then Robert’s furious, heaving breaths started turning into guttural grunts. His face turned red and he bent over, grasping his knees. Dry rasping sounds came up from somewhere deep in his throat. He sounded like my cat trying to pass an especially monstrous hairball. 
	Then, suddenly, with one final hack, a golden ring came flying out of his mouth! It soared gracefully across the room, spinning through the air as if in slow motion. Flecks of spit flew off of it in every direction. Finally, it tinkled to the floor right at my feet.

""Hey, you didn’t have to take it so literally, Bob,” I said, picking up the slimy ring. ""But that will do nicely all the same.”

"
327,342,4,4,"Gwindel dove into the dark, rough waves. Beneath the waves it was darker, still. He could hardly see more than a foot in front of him. The only light he possessed radiated from the amulet that hung around his neck. The cold seeped through his woolen clothes and into his bones. It was as though he could feel his very heart shiver inside his chest. But maybe that was out of fear, rather than cold. It was deathly quiet down here. But he had to reach the bottom.
"
328,343,5,4,"“I will turn you all into tasty little pies!” the witch cackled. “And at the feast tonight we’ll see just how much the people of this town adore children! They’ll love you so much that they’ll want seconds! Maybe even thirds!” she shrieked with laughter again.

The children of the town all began to back away from her, but they knew they were trapped down there in the kitchen. Just then Liza had an idea! She had to stop the feast from happening! As fast as she could she started throwing ingredients on the floor. She toppled the bags of flower and stomped on bunches of tomatoes. The other children joined in.

“You foolish runts!” the witch cried. “The more food you destroy, the hungrier our guests will be for the little food there is: YOU!”
"
329,344,7,4,"Lionel ran as fast as he possibly could. No looking back. There was nothing in his ears but the rush of cold wind and the high whine of fear. His legs were pumping so fast that they felt like jelly. It seemed miraculous that they didn’t simply fly off into the waiting, hungry darkness. His heart was beating so hard he thought it must be bruising the inside of his chest. He thought he might just puke it up any second all the same. His throat felt like a mangled tube of razor blades, but there was no chance of stopping.

<i>Run. Run.</i> The word that filled his mind. It was pounding like a drum inside his brain.

Then he heard the ravenous howl again behind him. Closer.

<i>RUN</i>. 


"
330,345,8,4,"Jill swung the heavy door open into the darkened gym. It screeched loudly on its hinges. At first she couldn’t see anything inside at all, but eventually her eyes began to adjust. Not that there was anything to see in the darkness. It was just the big empty gym. Same as always. Why had the note told her to come here? What was she supposed to find? 

“Hello?” she called into the vast room. It was probably just some dumb joke. But since she was here already, she might as well check it out.

She stepped through the doorway and walked to the center of the floor. Every footstep squeaked and echoed through the big space. She looked up towards the high ceiling, trying to make out anything in the darkness.

SLAM! The sound boomed through the gym. Jill whipped around. It was only the gym door finally closing behind her. Now the darkness was complete. She reached a hand out in front of her face to see if she could see it. Then she heard something rustle behind her.

“Now we can talk,” said a voice from the blackness. “Now we’re alone.”


"
331,346,8,4,"Hanif trudged up the stairs to his apartment. His backpack felt especially heavy today. When he got up to the first landing, he found a green baseball cap lying there. It looked almost new.

""I don’t think that was there this morning,” Hanif said to himself. He thought about picking it up. It wasn’t really his style. He shrugged and kept climbing. 

But halfway up the next staircase, he found a long, blonde wig!

""That <i>definitely</i> wasn’t there this morning,” Hanif said. ""Someone must have really been losing their head!” Pleased with his little joke, he kept on climbing.

But soon he noticed a pattern. On the last step of the next flight, he found a pink jacket. After that he found a pair of sparkly bell-bottoms. And one large rubber boot! Something strange was going on here, and he was going to find out what. 

"
332,347,10,4,"“How do spaceships get into space?” Nicole asked her big brother.

“Well, first they have to break through the atmosphere. That’s like a big invisible blanket covering the whole world,” Nelson replied.

“How do they do that?” said Nicole.

“They have to go really really REALLY fast!” said Nelson.

Nicole looked thoughtful. She tilted her head to one side. “I want to go into space,” she said.

“Yeah, one day I’d love to go into space too!” said Nelson.

Nicole walked out of the room. A few moments later, Nelson saw her flash past the doorway. She was sprinting down the hallway towards the living room. Nelson heard the sound of springs as she jumped up onto the couch. With a sickening lurch, he realized what was happening. But it was too late! The next thing Nelson heard was a big crash from the next room. The spaceship had experienced a failure to launch.
"
333,348,10,4,"Luna sat in her favourite tree. It was the perfect height for scouting. It also had big, strong, twisting branches. They grew in almost every direction. That was also good for scouting. Wide green leaves kept nosy eyes from seeing in, but still left gaps for her to see out. And best of all, the tree was in her neighbour’s yard! Luna had realized a long time ago that scouting from your own tree was for suckers. If the tree is in <i>your</i> yard, everyone knows that <i>you</i> must be the one in it. But nobody expects you to be in your neighbour’s tree. That’s just a fact.
"
334,349,12,5,"""I’m thirsty,” said one flower to another.

""Well that’s too bad,” the other flower said. ""You’ll just have to wait for it to rain.”

""But I’m thirsty right nooooooooow!” the first flower whined.

""Well then I guess you’ll just have to stretch those little roots of yours and find some water, won’t you?” the other flower replied. ""Either way, you better stop bugging me about it. I have enough bugs to deal with already.” At that moment, a large bumblebee sat on its face.

So the thirsty flower stretched its little roots, looking for water. It stretched as far as it possibly could. Then it stretched farther than it possibly could! It stretched and it stretched and it stretched. Finally, it felt a small <i>pop</i>, and a breeze on the tip of its root. The flower had stretched its little roots all the way to China!
"
335,350,5,4,"Taylor’s fairy godmother handed him a small pair of golden scissors. Though they were small, they were surprisingly heavy. They were also covered in fine carvings on every surface.

“With these scissors, you can do many incredible things,” she said. “For these scissors are far from ordinary. With them you can cut fabric into the most beautiful clothes the world's ever seen. You can give haircuts that the gods above will envy! You can cut copper and steel with the lightest of touches! But there is one thing that you must never do.” She leaned in close, peering over her glasses at him. “You must never use these scissors to cut paper. Do you understand?”

“But that’s just silly!” Taylor cried. “Who ever heard of a pair of scissors that can’t cut paper?”

“Well, for starters, YOU. Just now. That’s who,” she said grumpily. “And anyway, I didn’t say they <i>can’t</i> cut paper. I said that they <i>mustn’t</i>.”


"
336,351,4,4,"Dakan stood tall and proud on the crest of the high crimson mountains. The wind gently played at the hem of his cloak. His dark calloused hand held firm to the hilt of his great sword. The wide landscape below lay silent and empty. But Dakan knew it would not be so for long.

As though this thought had made it so, a low rumbling slowly arose. The sound was like the earth itself was growling. Then the ground began to shiver and quake. Dakan inhaled deeply. He could smell them coming on the wind. They were almost here. 

And then, suddenly, they were. The army was vast, and wave upon wave of bloodthirsty creature thundered past below. Now the rumbling was nearly deafening. Thousands and thousands of hooves, feet, and scales pounded their way across the scorched plain. That great roar was punctuated by the monstrous cries and gruesome shrieks of the fighters. 

Dakan raised his sword at the ready. He leapt lightly off the ledge and into the fray. The war had begun.


"
337,352,4,5,"Andaya gazed down into the pure darkness of the well. Something about it was calling to her, luring her toward its unknown depths. She felt as though she could almost reach out and touch the velvety blackness. Like it would swaddle and embrace her...

“What are you looking at?” Seema’s bright voice came like a slap to the face.

“Nothing!” Andaya said quickly, straightening up. “I was just looking into the well. Wishing, I guess.” She gave a small, embarrassed smile. “It’s silly, I know.”

Andaya looked into Seema’s face and was surprised by what she saw. Usually Seema was the very picture of cheerfulness and light, but just know it seemed like a cloud had passed over her. She looked concerned, perhaps even scared. 

“You haven’t been looking long, have you, Miss?” Seema asked. Was there a tremble in her voice?

“Um, no, not too long, no. I don’t think so,” Andaya stammered, taken aback by Seema’s serious tone.

“Good,” she replied. “It’s best not to be. You know what they say about that well, Miss?"" Andaya shook her head emphatically. Seema hesitated, then continued. ""They say that it’s cursed.”


"
338,353,10,5,"Elias did not want to go on this stupid trip. He didn’t want to pack all his stupid clothes into that stupid bag. As far as he was concerned, the family could go on their stupid vacation without him. That way everyone would be happy! He was already 12, after all. He didn’t need anyone taking care of him. What he did need, was independence. Independence to do what he wanted, and go where he wanted. Independence to spend the summer doing the only thing in their stupid town worth doing: climbing. Elias and his best friend, Pete were going to climb the Chief together that summer. The Chief was the second biggest, free-standing chunk of granite in the world! And they were going to climb it.

That is, they were going to climb it until Elias’ parents said, ""No."" His parents also said they were going to fly to the world's flattest place to visit his grandparents. In the middle of nowhere. And Elias really didn’t want to go on that stupid trip at <i>all</i>.
"
339,354,11,5,"Allison sat under the slide with her new alien friend, Zoreep. Zoreep made a lot of spitting and squishing sounds when she spoke. That was probably because she had three tongues. But Allison could understand her anyway. 

“So how old are you?” Allison asked Zoreep.

Zoreep thought about it for a moment. “Four hundred billion and two,” she said. “Sometimes I lose count.”

“Huh,” Allison said, also thinking. She leaned back in the sand. “So what do you do on your planet for fun?”

“You know, go star-surfing, chase wild galang-galangs, annoy my sisters. Just normal kid stuff.”
"
340,355,10,1,"I have a pet bunny. He lives in a cage. I take bunny outside. Bunny hops into the garden. Hop. Hop. Hop.

“I am hungry,” says bunny. 

Bunny eats a stick. Crunch. Crunch. Crunch.

“Sticks are not bunny food,” I say.

Bunny eats a flower. Munch. Munch. Munch.

“Flowers are not bunny food,” I say.

Bunny eats a tomato. Chomp. Chomp. Chomp.

“Tomatoes are not bunny food,” I say.

I pick a carrot from the garden.

“Now that is a good lunch,” says bunny. 


"
341,356,10,3,"Casey was a good dog who loved to have fun.

He loved to jump, and dance, and run!

He lived at home with his mom and dad.

He tried to be good, and not to be bad.

 

Mom and Dad worked in the big city, 

where thousands of glass windows shined, oh so pretty!

Casey stayed home and played all day long,

hiding in laundry, and barking dog songs.

 

Mom said, “Remember, be a good boy today!”

Casey looked up at her, and with a bark said, “Okay!”

Dad said, “Here is a nice new bone to chew! 

Because after all, that’s what good doggies do.”

 

Casey saw them leave as they drove down the street.

Then he leaped off the couch for his new tasty treat! 

He loved chewing bones, as everyone knew. 

Casey thought, “I’ll just chew this. That’s what good doggies do.”

 

Casey saw the cat at the end of the hall. 

He wanted to chase him, like his most favourite ball.

But then Casey remembered what his mom had said. 

“Don’t do that, Casey. You’ll scare that cat dead!”

 

The mailman brought letters to the door of their home. 

Casey wanted to bite him, like his most favourite bone.

But then Casey remembered what his dad had said. 

“Don’t do that, Casey. His pants will be shreds!”

 

Casey heard a bird chirp in the the yard. 

He wanted to scare him. It wouldn’t be hard.

But then Casey remembered what his mom had said. 

“Don’t do that, Casey. The bird’s pretty and red.”

 

Casey heard a mouse scratch at the door. 

He wanted to let him in to play some more.

But then Casey remembered what his dad had said. 

“Don’t do that, Casey. The mouse will eat our bread!”

 

Mom and Dad came home with smiles on their faces. 

All the things in the house were all in the right places. 

Mom said, “Guess who’s coming to the beach with us two?” 

Dad said, “A very good boy, Casey. You!”

 
"
342,357,10,1,"At the playground I can be a lot of things. 
	I can walk like a bear. 
	I can run like a cheetah. 
	I can jump like a kangaroo.
 	I can swing like a monkey. 
	I can hop like a bunny. 
	I can slide like a snake. 
	I can gallop like a horse. 
	At the playground I can be a lot of things. At the playground I can have fun!
"
343,358,10,2,"I hate bedtime. Sleeping is boring. I’m not tired.

""Zach! It’s time for bed!” Mom yells. I pretend I don’t hear her. 

""Zach! It’s time for bed!” Mom yells again. I keep quiet.

Mom’s footsteps come up the stairs. I hide in my closet.

""Come on, sleepyhead, ” Mom says, coming into my room. ""It’s time to go to sleep.”

I stay still. I stay silent. I hold my breath.

The closet door opens.

""Let’s go, silly,” Mom says. ""Time for bed.”

""Awww!”

""It’s your bedtime,” she says.

""I hate bedtime.”

""You have to go to sleep.”

""Sleeping is boring.”

""You’ll be tired if you don’t go to bed.”

""I’m not tired.”

Mom holds out a hand for me. I take it and get up. ""Do I have to go to bed?” I ask.

""Yes,” she says.

""Could I stay up for just a little longer?”

""No,” Mom says.

""I’m not tired!”

""You’re still going to bed.”

""Could you read me a story?”

I give Mom a sad look. Sometimes when I give her a sad look she says yes. ""Please!” I beg.

""Ok,” she says. ""One quick story.”

""Yes!” I shout.

I jump on my bed and slide under the blanket. Mom sits next to me. I hand her my favorite book, and she starts to read.

The story is really good. It’s about a dragon. I love stories about dragons. I’m happy that Mom is reading to me. I am more happy that I don’t have to go to sleep. I hate bedtime. Sleeping is boring. I’m not tired.

The next thing I remember, the sun is shining in my eyes. It’s morning. I must have fallen asleep!
"
344,359,10,2,"In winter, the grass looks white.
In winter, the grass is covered in snow.

In winter, the tree looks skinny.
In winter, the tree is without leaves.

In winter, the sky looks grey.
In winter, the sky is stormy.

In winter, people’s cheeks look pink. 
In winter, the wind is cold.

In winter, the hill looks steep.
In winter, the hill is good for sledding.

In winter, the lake looks shiny.
In winter, the lake turns to ice.

In winter, my breath looks smokey.
In winter, my breath is warm.

In winter, the snow looks bright.
In winter, the snow is white.   
"
345,360,10,6,"Jeremy lived in a very tall building, in the middle of a very large city. At night, he could see all kinds of twinkling lights through the window of his twenty-third floor apartment. But Jeremy couldn’t see a single star in the sky.

When Jeremy was very young, his mother had taught him to say, <i>“Star-light, star-bright, first star I see tonight, I wish I may, I wish I might, have this wish I wish tonight.”</i> But whenever he gazed up at the night sky, even if he concentrated with with all his might, he couldn’t see a single star.

Jeremy’s mother explained that the lights of the city are so bright that the stars fade into the background, and become very difficult to see. “But then how do kids in the city make wishes?” Jeremy asked. His mother thought about it for a while, and then said, “You just have to be a little more creative.”

After that, Jeremy began finding stars all over the place. But instead of looking up, towards the empty night sky, he gazed down at the city, through his twenty-third floor window. The city, he found, was actually full of stars, after all. You just have to be a little more creative.

Jeremy made wishes on the blinking lights of airplanes, and on the blinking lights on the tops of tall buildings. He made wishes on the headlights of cars on the freeway (although these were more like shooting stars). And he made wishes on the lights of the city streets, on windy nights, when the treetops danced with the lampposts far below his twenty-third floor window.

Jeremy decided that he was actually pretty lucky to live in the city. “The city is so big and the sky is so small,” he thought to himself. For the little patch of sky that he could see between the tall buildings looked no bigger than a postage stamp. Jeremy figured that there were definitely more stars in the city than you could possibly fit into that tiny patch of sky.

Then, one day, Jeremy’s mother announced that his family was going on a camping trip in the country. Jeremy didn’t like the sound of that idea one bit. He had lived in the city his whole life, and had never been to the country. He didn’t want to leave his twenty-third floor apartment, and all of the twinkling stars of the city.

But, no matter how much he whined, and no matter how much he begged, his mother would not listen. “You’ve never been to the country,” she said. “How do you know you’re not going to like it?” But Jeremy was sure that there was nothing in the country that he would like more than the city.

The next day, they packed up the car and drove off to the country. Jeremy sat in the back seat with his arms crossed and sulked the whole way. They passed lots of trees and farms, and more trees and more farms, and the occasional house along the road.

One farm that they passed had a bunch of cows standing in a field. Jeremy’s mom said, “Hey look! Cows! You’ve never seen cows before, have you?” But Jeremy just continued to sulk. “Big deal,” he said. “You can see cows anytime on milk cartons.”

Another farm had horses, and his mom said, “Hey look, Jeremy! Horses! You’ve never seen those before either!” But Jeremy continued to sulk. “So what,” he said. “You can see horses anytime on TV.”

Finally, they arrived at their campsite and unpacked their things. Jeremy tried to set up his tent but it just turned into a big mess. The sheet got all tangled, the poles wouldn’t fit, and Jeremy got frustrated and sulked <i>even more</i>.

Then, they went for a walk in the woods and Jeremy got bitten by every mosquito. The bites left itchy red bumps all over his body, which his mother told him not to scratch. And Jeremy got frustrated and sulked <i>even more</i>.

Then, it started to rain and their clothing got soaked. They ran back to camp and put on dry things. But Jeremy still felt damp and uncomfortable. He was now very frustrated and sulked <i>even more!</i>

For dinner, they just had cooked hot dogs on sticks and baked potatoes wrapped in tin foil. Jeremy’s mom said, “It’s fun to cook on an open fire!” But Jeremy didn’t think that it was fun at all.

He was cold, and he was itchy, and very, <i>very</i> frustrated! Jeremy stood up and yelled at his mom, “I hate the country! I just want to go home!” Then he turned away from the campfire and stomped back toward his tent.

But away from the campfire, it was very dark, and Jeremy couldn’t see where he was going. His foot slipped on a patch of fresh mud and Jeremy fell straight backwards onto the cold, wet ground.

This should have made Jeremy even more frustrated – and it would have – <i>except</i> that at that very moment, when Jeremy opened his eyes, something amazing happened.

For the first time, when Jeremy looked up at the night sky, he could see stars, as far as the eye could see. And not just a few stars either. Hundreds of stars! Thousands of stars! Millions of stars! Zillions of stars! More stars than you could possibly imagine. “All of the lights in all the cities of the world would not be enough to fill a sky so big,” thought Jeremy. “It would take you a hundred lifetimes to wish on all of those stars!”

Then, Jeremy closed his eyes and concentrated with all his might on a very important wish. He looked up at the stars, twinkling above, and said, <i>“Starlight, star bright, first star I see tonight, I wish I may, I wish I might, have this wish, I wish tonight…”</i>

Afterwards, he continued to lie there, gazing up at the sky for several minutes. Finally, his mother called him from the campfire saying, “Jeremy, are you alright?”

“I’m fine,” said Jeremy with a smile on his face. Maybe the country wasn’t so bad after all.

A few days later, Jeremy’s family packed up their bags and drove back to the city.

That night, Jeremy looked out of his twenty-third floor window, as usual. But, instead of looking down at the lights of the city below, he looked up at the patch of night sky above him. A big grin appeared on Jeremy’s face when he saw that his wish had actually come true.

For there, in that small patch of sky, he could see a single star twinkling away. And when Jeremy saw it, he remembered that somewhere, way up high, above the tall buildings around him, there was a giant sky full of twinkling stars. And they were shining brighter than the lights of any city. 
"
346,361,10,3,"Wiggle wiggle. I think my tooth is loose!

 

I am late for school so I must go.

But my tooth wiggles to and fro!

 

I get on the bus and pick a seat.

My friends think my tooth is pretty neat.

 

At school my work is hard to do.

My teacher says, “Sam, what’s bothering you?”

 

“My wiggly tooth that won’t come out,” I say.

“I’ve been wiggling it all night and day.”

 

I jump, I run, I hop on one foot,

but my wiggly tooth– it just stays put! 

 

At recess I swing, and play, and slide.

I wiggle until we’re called inside.

 

I wiggle down the hall, but it’s no use.

It won’t come out, no matter how loose!

 

At last it’s time to eat my lunch, 

so I sit down and start to munch.

 

With one big crunch I hear a <i>pop</i>!

I look down at my lunch box– there’s something on top!

 

Hooray! My tooth is finally out!

I stand up and give a great big shout.

 

I wonder if the Tooth Fairy might,

leave money under my pillow tonight.

 

I pocket my tooth to keep it safe all day.

I am not going to lose it now. No way!

 

I keep munching on my lunch but then I stop.

I my mouth feels funny, right on the top...

 

Wiggle wiggle.  Another tooth is loose!

 

I pack up my lunch and start down the hall.

I wonder to myself when <i>this</i> tooth might fall.

 

Wiggle wiggle. It’s just no use.

There is no way to tell when a tooth might come loose!
"
