passage_id,passage_text,question_text,correct_answer,gpt2_answer,bleu_score,nist_score
851,"Levi held his breath. They crept down the hall. They reached the drawer. He reached out his hand? But David tripped! The flashlight flew out of his hand! It spun in the air! Then it hit the floor with a loud CRASH!
","Why is the word ""CRASH"" written all in uppercase letters?",To show that the sound was really loud.,Because it's a good way to identify the flashlight.,0.05669791110976,0.6666666666666666
851,"Levi held his breath. They crept down the hall. They reached the drawer. He reached out his hand? But David tripped! The flashlight flew out of his hand! It spun in the air! Then it hit the floor with a loud CRASH!
",Which character tripped and dropped the flashlight?,David,David.,0.3535533905932738,0.0
852,"Arra glared at Ms. Lim. Ms. Lim glared at Arra. Arra kept her lips shut tight so no secrets would fall out.
	""Arra, do you have something to tell me?""
	""No.?
	""Do you know where Spot is?""
	""No.?
	""Are you sure, Arra?""
	""No. I mean, yes!""
","What does this sentence mean? ""Arra kept her lips shut tight so no secrets would fall out.""",Arra was trying not to tell any secrets by mistake.,Arra kept her lips shut tight so no secrets would fall out,0.040272481924218506,0.5536546824812271
852,"Arra glared at Ms. Lim. Ms. Lim glared at Arra. Arra kept her lips shut tight so no secrets would fall out.
	""Arra, do you have something to tell me?""
	""No.?
	""Do you know where Spot is?""
	""No.?
	""Are you sure, Arra?""
	""No. I mean, yes!""
",What secret is Arra keeping from Ms. Lim?,That she knows where Spot is.,She's keeping it from herself.,0.0,0.0
852,"Arra glared at Ms. Lim. Ms. Lim glared at Arra. Arra kept her lips shut tight so no secrets would fall out.
	""Arra, do you have something to tell me?""
	""No.?
	""Do you know where Spot is?""
	""No.?
	""Are you sure, Arra?""
	""No. I mean, yes!""
",Which word does Arra keep repeating when answering Ms. Lim's questions?,No,"""I'm sure.""",0.0,0.0
852,"Arra glared at Ms. Lim. Ms. Lim glared at Arra. Arra kept her lips shut tight so no secrets would fall out.
	""Arra, do you have something to tell me?""
	""No.?
	""Do you know where Spot is?""
	""No.?
	""Are you sure, Arra?""
	""No. I mean, yes!""
",Which in this story do you think is the adult?,Ms. Lim,I think it's Arra.,0.0,0.0
852,"Arra glared at Ms. Lim. Ms. Lim glared at Arra. Arra kept her lips shut tight so no secrets would fall out.
	""Arra, do you have something to tell me?""
	""No.?
	""Do you know where Spot is?""
	""No.?
	""Are you sure, Arra?""
	""No. I mean, yes!""
",What does Ms. Lim want?,She wants Arra to tell her where Spot is.,She wants to know where Spot is.,0.24177237023718662,2.0818734482105152
858,"The proud lion looked up at the sun. 
	""The sun looks just like me!"" he said. ""The sky must be nothing more than a mirror. A mirror to reflect all my beauty!""
",Who is the main character of this story?,The lion,The main character is a lion.,0.09652434877402241,0.3333333333333333
858,"The proud lion looked up at the sun. 
	""The sun looks just like me!"" he said. ""The sky must be nothing more than a mirror. A mirror to reflect all my beauty!""
","Which word could best replace ""proud"" in this sentence: ""The proud lion looked up at the sun.""?",Cocky,"""The sun looks just like me!""",0.0,0.0
858,"The proud lion looked up at the sun. 
	""The sun looks just like me!"" he said. ""The sky must be nothing more than a mirror. A mirror to reflect all my beauty!""
",Which word best describes how the lion sees himself?,Beautiful,"""I see myself as a lion.""",0.0,0.0
859,"The cactus held his arms up in a shrug. 
	""I know I seem sharp and prickly"", he cried. ""But on the inside I'm a mushy mess!""


",How do you think the cactus is feeling?,Upset,"He's feeling very, very good.",0.0,0.0
859,"The cactus held his arms up in a shrug. 
	""I know I seem sharp and prickly"", he cried. ""But on the inside I'm a mushy mess!""


","What makes the words ""mushy mess"" sound good together?",They have the same starting sound.,It's a good question.,0.0,0.0
859,"The cactus held his arms up in a shrug. 
	""I know I seem sharp and prickly"", he cried. ""But on the inside I'm a mushy mess!""


","The word ""cried"" is used in the text instead of the word ""said."" Why?",To show that the cactus was upset as he spoke.,"The word ""cried"" is used in the text instead of the word ""said",0.03089055318156698,0.255532930375951
859,"The cactus held his arms up in a shrug. 
	""I know I seem sharp and prickly"", he cried. ""But on the inside I'm a mushy mess!""


",Who is speaking in this scene?,The cactus,The voice is that of the cactus.,0.13134549472120793,0.2857142857142857
863,"There used to be a shadow world. It was not part of our world. But one day all that changed. 


","Based on the title, what is this story likely about?",How shadows came to be,It's about a girl who is a part of a group of people who are trying to find a way to save,0.017272237992167865,0.10554218613124373
863,"There used to be a shadow world. It was not part of our world. But one day all that changed. 


","In this story, where did shadows come from?",The shadow world,The shadow world was created by the gods.,0.20556680845025987,0.5943609377704336
863,"There used to be a shadow world. It was not part of our world. But one day all that changed. 


","In the story, why did shadows become part of our world?",It does not say.,The shadow world was created by the gods.,0.0,0.0
863,"There used to be a shadow world. It was not part of our world. But one day all that changed. 


","The phrase ""used to be"" means this part of the story happened __________.",In the past,Yes.,0.0,0.0
864,"The marble glass. It was smooth. A streak of yellow shot through its center. The cat stared. As she did, the marble winked in the light.


",Who was looking at the marble?,The cat,The cat.,0.5946035575013605,1.0
864,"The marble glass. It was smooth. A streak of yellow shot through its center. The cat stared. As she did, the marble winked in the light.


",Which word describes how the marble would feel to the touch?,Smooth,It would feel like a piece of glass.,0.0,0.0
864,"The marble glass. It was smooth. A streak of yellow shot through its center. The cat stared. As she did, the marble winked in the light.


","What does this phrase mean? ""A streak of yellow shot through it.""",The marble had a streak of yellow in it.,It means that the marble is a little bit yellow.,0.10552670315936319,1.5849625007211563
865,"The ox liked to wear socks. 
The ox liked long walks. The ox liked loooong talks. 
So the ox opened his mouth up wide like a box. But the other oxen just threw rocks in.

","Which phrase from the story rhymes with ""oxen""?","""Rocks in""","""The ox likes to wear socks.""",0.0,0.0
865,"The ox liked to wear socks. 
The ox liked long walks. The ox liked loooong talks. 
So the ox opened his mouth up wide like a box. But the other oxen just threw rocks in.

",Which phrase from the story is repeated 3 times?,"""The ox liked""","""The ox likes to wear socks.""",0.16233395773754944,0.5283208335737187
865,"The ox liked to wear socks. 
The ox liked long walks. The ox liked loooong talks. 
So the ox opened his mouth up wide like a box. But the other oxen just threw rocks in.

","Why is the word ""long"" written with so many extra Os in it?",To show that the word should be stretched out when read.,Because the ox was a long-lived animal.,0.0370865905565703,0.20885181838552824
865,"The ox liked to wear socks. 
The ox liked long walks. The ox liked loooong talks. 
So the ox opened his mouth up wide like a box. But the other oxen just threw rocks in.

",Why did the ox open his mouth?,To have a long talk,Because he was hungry.,0.0,0.0
865,"The ox liked to wear socks. 
The ox liked long walks. The ox liked loooong talks. 
So the ox opened his mouth up wide like a box. But the other oxen just threw rocks in.

","Why is the word ""long"" written with so many extra Os in it in the text?",To show the reader that it should be stretched out when read.,Because the ox was a long-lived animal.,0.03214954573057458,0.1504637321535529
866,"The chimp hung on a branch. 
	""What's up?"" said the chimp to the tree.
	But the tree did not answer.
	""What's up?"" said the chimp to the sky.
	But the sky did not answer.
	""What's up?"" said the chimp to the bat.
	""Not much"", said the bat. ""Just hangin? out.?


",Where does this story most likely take place?,In a jungle,The story is most likely about a chimp who was hanging,0.03747776736677922,0.14408750006555968
866,"The chimp hung on a branch. 
	""What's up?"" said the chimp to the tree.
	But the tree did not answer.
	""What's up?"" said the chimp to the sky.
	But the sky did not answer.
	""What's up?"" said the chimp to the bat.
	""Not much"", said the bat. ""Just hangin? out.?


",Who is the main character in this story?,The chimp,The main character is a chimp.,0.09652434877402241,0.3333333333333333
869,"He cast the spell. There was a loud <i>WHOOSH</i>. All the locked doors sprang open!


",What did the spell do?,Unlock all the doors.,It made the doors open.,0.21364350319811704,0.8
869,"He cast the spell. There was a loud <i>WHOOSH</i>. All the locked doors sprang open!


","Which sense does the word ""whoosh"" relate to?",Sound,The sound of a jet engine.,0.08116697886877472,0.0
869,"He cast the spell. There was a loud <i>WHOOSH</i>. All the locked doors sprang open!


","Why is the word ""WHOOSH"" written in all uppercase letters?",To show that it should be read loudly.,Because it's a spell.,0.0,0.0
869,"He cast the spell. There was a loud <i>WHOOSH</i>. All the locked doors sprang open!


","Why is the word ""WHOOSH"" written in italics (slanted letters)?",To show that this word should be read with emphasis.,Because it's a very important part of the spell.,0.0,0.0
870,"The dragon bent down. Her large yellow eye was as tall as the knight. She looked at him.
	Then she said: ""You should not have come here. This place is ours.?


",What is the problem in this story?,The dragon is angry that the knight came to her place.,The dragon is a very powerful creature.,0.13805184551789743,0.6366174075912161
870,"The dragon bent down. Her large yellow eye was as tall as the knight. She looked at him.
	Then she said: ""You should not have come here. This place is ours.?


",Which object is likely the closest in size to the dragon? Use the hints in the story to help you.,A building,The dragon's head.,0.0,0.0
870,"The dragon bent down. Her large yellow eye was as tall as the knight. She looked at him.
	Then she said: ""You should not have come here. This place is ours.?


","Who said: ""You should not have come here. This place is ours.”?",The dragon,The dragon.,0.5946035575013605,1.0
870,"The dragon bent down. Her large yellow eye was as tall as the knight. She looked at him.
	Then she said: ""You should not have come here. This place is ours.?


",Which sentence gives details about what the dragon looks like?,"""Her large yellow eye was as tall as the knight.""","""The dragon bent down.",0.03564186929405142,0.024098618985253086
870,"The dragon bent down. Her large yellow eye was as tall as the knight. She looked at him.
	Then she said: ""You should not have come here. This place is ours.?


",How do you think the knight felt in this scene?,Afraid,He was very happy.,0.0,0.0
872,"Clemt put the ring in his pocket. 
	""How will I know when to use it?"" he asked.
	""You'll know"", the wizard said. ""Its power is yours. You'll know when it's time.? And with that, he was gone.


",Where did Clemt put the ring?,In his pocket,He put it in his pocket.,0.3021375397356768,0.7924812503605781
872,"Clemt put the ring in his pocket. 
	""How will I know when to use it?"" he asked.
	""You'll know"", the wizard said. ""Its power is yours. You'll know when it's time.? And with that, he was gone.


",What does Clemt want to know?,When to use the ring,What is the meaning of the ring?,0.13134549472120793,0.6634080271106749
872,"Clemt put the ring in his pocket. 
	""How will I know when to use it?"" he asked.
	""You'll know"", the wizard said. ""Its power is yours. You'll know when it's time.? And with that, he was gone.


","Why are some sentences written between quotation marks ("")?",To show that a character is speaking these words.,This is a common practice in the English language.,0.05669791110976,0.7044277780982917
875,"On the planet Plimp, it rains socks. On a good day they?re clean. On a bad day, they?re not.


",Was is unusual about the rain on planet Plimp?,It rains socks.,No.,0.0,0.0
875,"On the planet Plimp, it rains socks. On a good day they?re clean. On a bad day, they?re not.


",Which setting (place) is this story about?,Planet Plimp,It?s about a place called Plimp.,0.08116697886877472,0.16666666666666666
875,"On the planet Plimp, it rains socks. On a good day they?re clean. On a bad day, they?re not.


",Why would it be a bad day when it rains dirty socks?,Because they would smell bad.,Because it?s a bad day.,0.1270331870386537,0.9287712379549449
875,"On the planet Plimp, it rains socks. On a good day they?re clean. On a bad day, they?re not.


","Which feature connects the word ""socks"" to the word ""not""?",They have the same vowel sound.,"The word ""socks"" is a noun, not a verb.",0.04767707020457096,0.28721805563568403
875,"On the planet Plimp, it rains socks. On a good day they?re clean. On a bad day, they?re not.


",What happens on a GOOD day on planet Plimp?,It rains clean socks.,The socks are clean.,0.18995892141289816,1.0
876,"""My robot is going to change the world!"" Wendy cried. ""It's the biggest! It's the best! It's the only one of its kind!""
	""What does it do?"" Elsie asked.
	""I don't know"", Wendy replied, flicking the ?ON? switch. ""Let's find out!""


",Who built the robot?,Wendy,"The robot was built by a group of students at the University of California,",0.0,0.0
876,"""My robot is going to change the world!"" Wendy cried. ""It's the biggest! It's the best! It's the only one of its kind!""
	""What does it do?"" Elsie asked.
	""I don't know"", Wendy replied, flicking the ?ON? switch. ""Let's find out!""


",How is Wendy going to find out what her robot does?,By turning it on,She's going to use the?ON? switch to turn it on,0.08392229812593097,0.4
876,"""My robot is going to change the world!"" Wendy cried. ""It's the biggest! It's the best! It's the only one of its kind!""
	""What does it do?"" Elsie asked.
	""I don't know"", Wendy replied, flicking the ?ON? switch. ""Let's find out!""


",How do you think Wendy feels in this scene?,Excited,"She's a little bit sad, but she's also a little bit happy",0.0,0.0
881,"""Who says <i>I'm</i> the alien?"" said Tlonk. ""Why not you?""
	""'Cause I'm not!"" Mina laughed. ""I'm a human!""
	""But you?re not from this world. And you don't look like us. You only have two arms!""
	Mina thought.
	""Exactly!"" said Tlonk. ""An alien!""


",Who does Tlonk think is an alien?,Mina,He doesn't know.,0.0,0.0
881,"""Who says <i>I'm</i> the alien?"" said Tlonk. ""Why not you?""
	""'Cause I'm not!"" Mina laughed. ""I'm a human!""
	""But you?re not from this world. And you don't look like us. You only have two arms!""
	Mina thought.
	""Exactly!"" said Tlonk. ""An alien!""


","Why is the word ""I'm"" written in italics (slanted letters) in the first sentence of the text?",To show that Tlonk was saying it with emphasis.,This is a common mistake.,0.0,0.0
881,"""Who says <i>I'm</i> the alien?"" said Tlonk. ""Why not you?""
	""'Cause I'm not!"" Mina laughed. ""I'm a human!""
	""But you?re not from this world. And you don't look like us. You only have two arms!""
	Mina thought.
	""Exactly!"" said Tlonk. ""An alien!""


",What does Mina think about Tlonk saying she's an alien?,She thinks it's funny.,She thinks he's a jerk.,0.21364350319811704,0.8
881,"""Who says <i>I'm</i> the alien?"" said Tlonk. ""Why not you?""
	""'Cause I'm not!"" Mina laughed. ""I'm a human!""
	""But you?re not from this world. And you don't look like us. You only have two arms!""
	Mina thought.
	""Exactly!"" said Tlonk. ""An alien!""


",True or False: Mina and Tlonk are the same species.,False,True.,0.0,0.0
882,"Dr. Gupta slid open the door. ""This is where we do tests"", she said. ""We test all kinds of things.?
	""What's this for?"" Perry asked. He pressed his nose against a tank.
	""A test on alien dung.?
	Perry took a big step back.
",What is happening in this scene?,Dr. Gupta is showing Perry around the space lab.,The alien dung is being tested on Perry.,0.06413885305524152,1.121187463632091
882,"Dr. Gupta slid open the door. ""This is where we do tests"", she said. ""We test all kinds of things.?
	""What's this for?"" Perry asked. He pressed his nose against a tank.
	""A test on alien dung.?
	Perry took a big step back.
","What hint about the story can we get from the title, ""Space Lab""?",The setting (place),The title is a reference to the space program.,0.04767707020457096,0.17610694452457293
882,"Dr. Gupta slid open the door. ""This is where we do tests"", she said. ""We test all kinds of things.?
	""What's this for?"" Perry asked. He pressed his nose against a tank.
	""A test on alien dung.?
	Perry took a big step back.
",Why do you think Perry took a big step back?,Because he was grossed out.,Because he was scared.,0.4630777161991027,1.4116789249661787
882,"Dr. Gupta slid open the door. ""This is where we do tests"", she said. ""We test all kinds of things.?
	""What's this for?"" Perry asked. He pressed his nose against a tank.
	""A test on alien dung.?
	Perry took a big step back.
",Who works at the lab?,Dr. Gupta,Dr.,0.13006502375572224,0.1319049988210938
882,"Dr. Gupta slid open the door. ""This is where we do tests"", she said. ""We test all kinds of things.?
	""What's this for?"" Perry asked. He pressed his nose against a tank.
	""A test on alien dung.?
	Perry took a big step back.
","Who said ""A test on alien dung""?",Dr. Gupta,Dr.,0.13006502375572224,0.1319049988210938
883,"The red rocket was tall. Taller than the tallest building Dawn had seen. It was shiny. It looked fast. It was going to Mars. And she was going with it!
",Who is the main character of this story?,Dawn,It's a girl.,0.0,0.0
883,"The red rocket was tall. Taller than the tallest building Dawn had seen. It was shiny. It looked fast. It was going to Mars. And she was going with it!
",How do you think Dawn feels about going to Mars?,Excited,I don't know.,0.0,0.0
883,"The red rocket was tall. Taller than the tallest building Dawn had seen. It was shiny. It looked fast. It was going to Mars. And she was going with it!
","Which feature of the rocket does this sentence tell us about? ""Taller than the tallest building Dawn had seen.""",Its size,The rocket is going to Mars.,0.0,0.0
883,"The red rocket was tall. Taller than the tallest building Dawn had seen. It was shiny. It looked fast. It was going to Mars. And she was going with it!
",Where is Dawn going?,Into space,She's going to Mars.,0.0,0.0
884,"There was once a robot named Rob. Rob woke himself up. Rob made himself toast. Rob rolled to work. At work, Rob made more robots.


","""Rob rolled to work."" What does the word ""rolled"" tell us about Rob?",That Rob moves on wheels.,It tells us that Rob is a robot.,0.11044795567078944,0.5804820237218405
884,"There was once a robot named Rob. Rob woke himself up. Rob made himself toast. Rob rolled to work. At work, Rob made more robots.


","What is the same about all three of these sentences? ""Rob woke himself up. Rob made himself toast. Rob rolled to work.""",They all start with the same word.,They are all the same.,0.17030578356760864,1.3934338964335204
885,"Once upon a time there was a flame. It was a small flame. But it never, <i>ever</i>, went out.


","Why is the word ""ever"" written in italics (slanted letters)?",To show emphasis.,Because it's a very important word.,0.0,0.0
885,"Once upon a time there was a flame. It was a small flame. But it never, <i>ever</i>, went out.


","Which genre of story usually starts with the phrase, ""Once upon a time""?",Fairy Tales,I don't know.,0.0,0.0
885,"Once upon a time there was a flame. It was a small flame. But it never, <i>ever</i>, went out.


","Why do the words ""never"" and ""ever"" sound good together?",Because they rhyme.,Because they're both adjectives.,0.15973577606156814,0.3962406251802891
885,"Once upon a time there was a flame. It was a small flame. But it never, <i>ever</i>, went out.


","Why do the words ""forever"" and ""flame"" sound good together?",Because they start with the same sound.,"Because they're both words that mean ""forever.""",0.06567274736060397,0.4010507031510863
887,"""Why can't I pass?"" the boy asked.
	The troll stumped forward. ?""Cause this is my bridge!"" he said. ""And you gotta pass a test.?
	""What kind of test?"" asked the boy.
	""A riddle!"" said the troll.
	""OK"", said the boy. ""What's the riddle?""
	""Uhhh"", said the troll. ""Lemme think.?


",What is the problem in this story?,"The boy wants to pass over the troll's bridge, but the troll won't let him.",The troll is a troll.,0.02891350401697934,0.01012458456834632
887,"""Why can't I pass?"" the boy asked.
	The troll stumped forward. ?""Cause this is my bridge!"" he said. ""And you gotta pass a test.?
	""What kind of test?"" asked the boy.
	""A riddle!"" said the troll.
	""OK"", said the boy. ""What's the riddle?""
	""Uhhh"", said the troll. ""Lemme think.?


","Why does the troll say ""Uhhh""?",Because he is thinking.,Because he's a troll.,0.15973577606156814,0.5
887,"""Why can't I pass?"" the boy asked.
	The troll stumped forward. ?""Cause this is my bridge!"" he said. ""And you gotta pass a test.?
	""What kind of test?"" asked the boy.
	""A riddle!"" said the troll.
	""OK"", said the boy. ""What's the riddle?""
	""Uhhh"", said the troll. ""Lemme think.?


",What is the troll trying to do at the end of this passage?,Remember his riddle,The troll is trying to get the boy to pass the test,0.0,0.0
888,"The witch threw more items into the pot. First was a small stone. Then a blade of grass. Next an old boot and a patched witch's hat! The stew bubbled and burped.
	""Nearly done!"" cried the witch.


",What is this passage about?,A witch making a magic stew.,The witch is saying that she is going to make a new batch of bread.,0.031251907639724415,0.27799500009615413
888,"The witch threw more items into the pot. First was a small stone. Then a blade of grass. Next an old boot and a patched witch's hat! The stew bubbled and burped.
	""Nearly done!"" cried the witch.


","Which feature connects the words ""grass"" and ""hat""?",They have the same vowel sound.,"The word ""grass"" is a common word in the English language.",0.03747776736677922,0.23499659097465056
889,"People came from all over town. People came from the next town over. People came from far off farms. Everyone came to see the girl.
	""Her hair just grows and grows!"" they?d crow.
	""It's coming out of her ears!"" they?d cheer.
	""It's down to the floor!"" they?d roar.
","What connects all of these word pairs from the text: ""grow/crow,"" ""ear/cheer,"" ""floor/roar""?",They rhyme.,"The word ""grow"" is a contraction of the word ""grow",0.0,0.0
889,"People came from all over town. People came from the next town over. People came from far off farms. Everyone came to see the girl.
	""Her hair just grows and grows!"" they?d crow.
	""It's coming out of her ears!"" they?d cheer.
	""It's down to the floor!"" they?d roar.
",What is the same about the first three sentences of this text?,"They all start with the phrase, ""People came from...""",The first three sentences are the same.,0.04935157841536379,0.3469789080350858
889,"People came from all over town. People came from the next town over. People came from far off farms. Everyone came to see the girl.
	""Her hair just grows and grows!"" they?d crow.
	""It's coming out of her ears!"" they?d cheer.
	""It's down to the floor!"" they?d roar.
",Why did so many people come to see the girl?,Because her hair wouldn't stop growing.,Because she was a girl.,0.08745825313180632,0.4493840682593886
889,"People came from all over town. People came from the next town over. People came from far off farms. Everyone came to see the girl.
	""Her hair just grows and grows!"" they?d crow.
	""It's coming out of her ears!"" they?d cheer.
	""It's down to the floor!"" they?d roar.
","What do the words ""crow,"" ""cheer,"" and ""roar"" have in common, as they are used in the text?","They are all words that mean ""said loudly.""",They are all used to describe the girl's hair.,0.17747405280050263,1.0
892,"The queen chose to be kind. She gave the swan some bread. Then she lifted its head and broke the curse.


",Who was cursed?,The swan,The swan.,0.5946035575013605,1.0
892,"The queen chose to be kind. She gave the swan some bread. Then she lifted its head and broke the curse.


",Who lifted the curse?,The queen,The queen.,0.5946035575013605,1.0
892,"The queen chose to be kind. She gave the swan some bread. Then she lifted its head and broke the curse.


",Who is the main character of this story?,The queen,The swan.,0.2973017787506803,0.5
894,"	""We don't go near that house"", Milo said.
	""Nuh-uh"", said Naya.
	""Why not?"" asked Paul.
	Milo leaned in closer. ""My brother says it's haunted. By ghosts!""


","Which word or phrase means the same thing as ""Nuh-uh,"" as Naya uses it?","""No way""","""N",0.0,0.0
894,"	""We don't go near that house"", Milo said.
	""Nuh-uh"", said Naya.
	""Why not?"" asked Paul.
	Milo leaned in closer. ""My brother says it's haunted. By ghosts!""


",Why don't they want to go near the house?,Because they think it's haunted.,Because it's haunted.,0.256708559516296,0.7727634379025884
894,"	""We don't go near that house"", Milo said.
	""Nuh-uh"", said Naya.
	""Why not?"" asked Paul.
	Milo leaned in closer. ""My brother says it's haunted. By ghosts!""


","What does it mean that the house is ""haunted""?",Ghosts live there,It means that the house is haunted.,0.0,0.0
894,"	""We don't go near that house"", Milo said.
	""Nuh-uh"", said Naya.
	""Why not?"" asked Paul.
	Milo leaned in closer. ""My brother says it's haunted. By ghosts!""


","Which movement would Milo likely be doing when he said ""We don't go near that house""?",Pointing to the house,"The ""Occupy"" movement.",0.16186478197091597,0.4702928248875754
896,"The lady next door is odd. She has long, sharp nails. She drags her heels. She wears dark glasses. And I never see her sleep.
",True or False: This story is being told by the lady next door.,False,True.,0.0,0.0
897,"Ady heard a howl. He looked out of his dark window. 
	""It's just the wind"", he whispered.
",How do you think Ady is feeling?,Scared,He's feeling good.,0.0,0.0
897,"Ady heard a howl. He looked out of his dark window. 
	""It's just the wind"", he whispered.
",What is the most likely reason for Ady's window being dark? ,It is nighttime. ,The wind.,0.0,0.0
897,"Ady heard a howl. He looked out of his dark window. 
	""It's just the wind"", he whispered.
","Why do the words ""heard"" and ""howl"" sound good next to each other?",Because they start with the same sound.,Because they're the same sound.,0.28641904579795413,1.3934338964335204
897,"Ady heard a howl. He looked out of his dark window. 
	""It's just the wind"", he whispered.
","Which sense does the word ""howl"" relate to?",Sound,"The word ""howl"" is a combination of the words ""howl"" and ""wind"".",0.0,0.0
897,"Ady heard a howl. He looked out of his dark window. 
	""It's just the wind"", he whispered.
","What does the word ""whispered"" mean?",Spoke softly and quietly,"It means ""to whisper"" or ""to whisper something"".",0.0,0.0
898,"The shadow grew longer. And wider. It grew and grew! It grew until it covered the whole town!


",Which word would best describe a shadow?,Dark,A shadow is a shadow.,0.0,0.0
898,"The shadow grew longer. And wider. It grew and grew! It grew until it covered the whole town!


","The words ""longer and ""wider"" describe the shadow's __________.",Size and shape,The shadow was long and wide.,0.08116697886877472,0.26416041678685936
898,"The shadow grew longer. And wider. It grew and grew! It grew until it covered the whole town!


","Why did the author repeat the word ""grew"" in this sentence: ""It grew and grew""?",To show that the shadow kept on growing.,Because it,0.0,0.0
898,"The shadow grew longer. And wider. It grew and grew! It grew until it covered the whole town!


",How big did the shadow grow to be?,The size of the town,It was a lot bigger than I thought it would be.,0.0,0.0
898,"The shadow grew longer. And wider. It grew and grew! It grew until it covered the whole town!


",What is this story about?,A shadow that wouldn't stop growing.,It's about a girl who is a witch.,0.05522397783539471,0.3231203125901445
899,"Tim walked home alone in the dark. He talked as he walked. He sang. He joked. 
	But someone else giggled.


",What is the mood of this passage?,Spooky,It's a bit of a downer.,0.0,0.0
899,"Tim walked home alone in the dark. He talked as he walked. He sang. He joked. 
	But someone else giggled.


",Why is it strange that someone giggled?,Because Tim thought he was alone.,Because it's a very strange thing to do.,0.05522397783539471,0.3231203125901445
899,"Tim walked home alone in the dark. He talked as he walked. He sang. He joked. 
	But someone else giggled.


","What feature connects the words ""talked"" and ""walked""?",They rhyme.,"The word ""talked"" is a verb.",0.0,0.0
900,"It rained. And rained. And rained. Then it rained some more. 
	""I'm BORED"", Taye shouted. 
	""You've got two choices,"" said Dad. ""Be dry and bored, or wet and happy. You pick.""


","What choice does Dad mean when he says ""dry and bored""?",Stay in the house,The choice to be dry and bored.,0.06567274736060397,0.2857142857142857
900,"It rained. And rained. And rained. Then it rained some more. 
	""I'm BORED"", Taye shouted. 
	""You've got two choices,"" said Dad. ""Be dry and bored, or wet and happy. You pick.""


","What choice does Dad mean when he says ""wet and happy""?",Go out in the rain,It's a choice that's not easy to make.,0.0,0.0
900,"It rained. And rained. And rained. Then it rained some more. 
	""I'm BORED"", Taye shouted. 
	""You've got two choices,"" said Dad. ""Be dry and bored, or wet and happy. You pick.""


",Where is this scene most likely taking place?,Inside their house,It's probably in the middle of the desert.,0.0,0.0
900,"It rained. And rained. And rained. Then it rained some more. 
	""I'm BORED"", Taye shouted. 
	""You've got two choices,"" said Dad. ""Be dry and bored, or wet and happy. You pick.""


","Why is the word ""bored"" written all in uppercase letters?",To show that Taye was speaking loudly.,Because it's the only way to write it.,0.05522397783539471,0.3509193652572005
900,"It rained. And rained. And rained. Then it rained some more. 
	""I'm BORED"", Taye shouted. 
	""You've got two choices,"" said Dad. ""Be dry and bored, or wet and happy. You pick.""


",Why is Taye bored?,Because the rain meant he couldn't play outside.,Because he's bored.,0.04266709328925954,0.0173169629721031
901,"Kay clipped in her helmet. She snapped on her gloves. She pulled up her socks. She tied on her mask.
	She was ready.
	Ready for what? Even she didn't know.


","Which sense does the word ""snapped"" most relate to when used in the sentence: ""She snapped on her gloves""?",Sound,"The sense of ""snapped"" is most related to the sense of ""to",0.0,0.0
901,"Kay clipped in her helmet. She snapped on her gloves. She pulled up her socks. She tied on her mask.
	She was ready.
	Ready for what? Even she didn't know.


",What was Kay getting ready for?,She didn't know,A new helmet.,0.0,0.0
901,"Kay clipped in her helmet. She snapped on her gloves. She pulled up her socks. She tied on her mask.
	She was ready.
	Ready for what? Even she didn't know.


",Who is the main character of this story?,Kay,The main character is a girl named Miki.,0.0,0.0
902,"Amir stood at the plate. The bat felt very heavy. The sun seemed very hot. He looked out at the in-field. 
	The pitcher stared him down. Amir smiled. The pitcher did not. 
	Then the pitcher pulled back her hand? and threw!


",What are these characters doing?,Playing baseball,They are trying to get the ball to the plate.,0.0,0.0
902,"Amir stood at the plate. The bat felt very heavy. The sun seemed very hot. He looked out at the in-field. 
	The pitcher stared him down. Amir smiled. The pitcher did not. 
	Then the pitcher pulled back her hand? and threw!


",Who is the main character in this story?,Amir,Amir.,0.3535533905932738,0.0
902,"Amir stood at the plate. The bat felt very heavy. The sun seemed very hot. He looked out at the in-field. 
	The pitcher stared him down. Amir smiled. The pitcher did not. 
	Then the pitcher pulled back her hand? and threw!


",How do you think Amir is feeling?,Nervous,He is feeling very good.,0.0,0.0
902,"Amir stood at the plate. The bat felt very heavy. The sun seemed very hot. He looked out at the in-field. 
	The pitcher stared him down. Amir smiled. The pitcher did not. 
	Then the pitcher pulled back her hand? and threw!


",Why did the author use an ellipsis [...] in the last sentence?,To show a long pause,Because the ellipsis is a way of indicating that the reader is not,0.03089055318156698,0.178609853452874
902,"Amir stood at the plate. The bat felt very heavy. The sun seemed very hot. He looked out at the in-field. 
	The pitcher stared him down. Amir smiled. The pitcher did not. 
	Then the pitcher pulled back her hand? and threw!


",Which position is Amir playing?,Batter,He is playing first base.,0.0,0.0
903,"Aida stared up at the horse. She had to tilt her head back so far that her neck hurt. The horse looked as tall as a building. 
	""You want me to ride this thing?"" she asked. She couldn't believe it.


","Complete this sentence: Based on the text, Aida is ___________ the horse.",Shorter than,___________ the horse.,0.0,0.0
903,"Aida stared up at the horse. She had to tilt her head back so far that her neck hurt. The horse looked as tall as a building. 
	""You want me to ride this thing?"" she asked. She couldn't believe it.


",True or False: The horse was as tall as a building.,False,False.,0.3535533905932738,0.0
