id,passageId,skillId,skillTierId,questionTypeId,question,potentialAnswers,correctAnswers,atLeast,difficulty,disabled,rationale,updatedAt,createdAt,commonCoreId,isDeleted,Question Type
512,59,8,2,4,Why did the fish say he would always owe the fisherman a favor? Select all that apply.,"[""Because the fisherman wasn’t strong."", ""Because the fisherman caught the fish."", ""Because the fisherman didn’t sell him."", ""Because the fisherman was kind.""]","[""Because the fisherman didn’t sell him."", ""Because the fisherman was kind.""]",,5,0,,2020-05-31 16:55:03,2019-03-20 20:03:16,30,0,Literal
518,59,43,2,1,"Reread this sentence: ""...the wind started howling."" What kind of figurative language is this?","[""Simile"", ""Metaphor"", ""Assonance"", ""Rhyme""]","[""Metaphor""]",,5,0,,2020-05-31 16:53:05,2019-03-20 20:03:16,33,0,Literal
520,27,13,2,1,What is a maze?,"[""A state of confusion"", ""A winding movement"", ""Corn"", ""A confusing network of paths or passages""]","[""A confusing network of paths or passages""]",,4,0,,2020-05-28 23:17:43,2019-03-20 20:03:16,33,0,Literal
523,27,41,2,1,The word “buzzing” is an example of:,"[""Onomatopoeia"", ""Compound  word"", ""Simile"", ""Alliteration""]","[""Onomatopoeia""]",,3,0,,2020-05-28 23:19:07,2019-03-20 20:03:16,4,0,Literal
526,27,13,2,1,"Which word is an antonym for ""narrow""?","[""Cramped"", ""Thick"", ""Thin"", ""Tight""]","[""Thick""]",,3,0,,2020-05-28 23:20:00,2019-03-20 20:03:16,4,0,Literal
528,27,13,2,4,Which words are synonyms for “huge?” Select all that apply.,"[""Giant"", ""Gigantic"", ""Little"", ""Enormous""]","[""Giant"", ""Gigantic"", ""Enormous""]",,3,0,,2020-05-28 23:22:42,2019-03-20 20:03:16,4,0,Literal
530,361,26,2,1,Who is the main character?,"[""Ben"", ""Suzy"", ""Sam"", ""Dan""]","[""Sam""]",,3,0,,2020-09-20 15:23:07,2019-03-20 20:03:16,3,0,Literal
531,361,28,2,1,Why is Sam upset?,"[""His tooth will not fall out."", ""He forgot his lunch at home."", ""He is feeling sick."", ""He can’t find his backpack.""]","[""His tooth will not fall out.""]",,3,0,,2020-09-20 15:23:35,2019-03-20 20:03:16,2,0,Literal
532,361,3,2,1,How did Sam’s tooth fall out?,"[""He was jumping and running."", ""He bit something hard in his lunch."", ""He was swinging on the playground."", ""He was doing classwork.""]","[""He bit something hard in his lunch.""]",,3,0,,2020-09-20 15:24:01,2019-03-20 20:03:16,102,0,Literal
533,361,20,2,1,Where does Sam put his tooth when it first falls out at school?,"[""Lunchbox"", ""Pocket"", ""Locker"", ""Under a pillow""]","[""Pocket""]",,3,0,,2020-09-20 15:24:35,2019-03-20 20:03:16,5,0,Literal
534,361,3,2,1,Why does Sam stop eating his lunch?,"[""He is full."", ""He does not like his lunch."", ""He is late for class."", ""Another tooth is loose.""]","[""Another tooth is loose.""]",,3,0,,2020-09-20 15:24:55,2019-03-20 20:03:16,2,0,Literal
535,361,49,2,1,What happens after Sam’s tooth falls out?,"[""He puts the tooth in his pants pocket."", ""He stops eating lunch."", ""Another tooth becomes loose."", ""All of the above.""]","[""All of the above.""]",,3,0,,2020-09-20 15:25:12,2019-03-20 20:03:16,102,0,Literal
540,362,3,2,1,Why did Henry get wet?,"[""Daisy the dog had Henry in her mouth."", ""Henry fell into a puddle."", ""It started to rain while Henry was on the ground."", ""Michael went swimming with Henry.""]","[""Daisy the dog had Henry in her mouth.""]",,2,0,,2020-08-31 17:57:49,2019-03-20 20:03:16,85,0,Literal
541,362,3,2,1,What is the name of Michael’s pet stick?,"[""Michael"", ""Henry"", ""Harry"", ""Daisy""]","[""Henry""]",,2,0,,2020-08-31 17:58:26,2019-03-20 20:03:16,84,0,Literal
542,362,3,2,1,Why did Michael name his stick Henry?,"[""It is his dad's name."", ""Henry is the name of his favourite character in a book."", ""The stick has a green letter \""H\"" on it, so he picked a name that starts with the letter H."", ""The stick asked to be called Henry.""]","[""The stick has a green letter \""H\"" on it, so he picked a name that starts with the letter H.""]",,2,0,,2020-08-31 17:59:07,2019-03-20 20:03:16,85,0,Literal
543,362,3,2,1,Where was Henry hiding?,"[""Behind a rock"", ""In a tree"", ""In a pile of leaves"", ""Under a log""]","[""In a pile of leaves""]",,2,0,,2020-08-31 18:00:09,2019-03-20 20:03:16,84,0,Literal
544,362,20,2,1,Why does Mom call Michael into the house?,"[""It is time for dinner."", ""It is getting dark."", ""It started to rain."", ""Mom needed help with chores.""]","[""It is time for dinner.""]",,2,0,,2020-08-31 18:00:38,2019-03-20 20:03:16,85,0,Literal
545,362,5,2,1,Which of the phrases below does NOT describe Henry?,"[""Light brown with some white spots"", ""Longer than Michael's arm"", ""Has a green letter H carved on him"", ""As thick as Michael's thumb""]","[""Light brown with some white spots""]",,2,0,,2020-08-31 18:01:12,2019-03-20 20:03:16,86,0,Literal
547,362,20,2,1,How does Michael lose Henry?,"[""He drops Henry into a river and Henry washes downstream."", ""He drops Henry near a pile of sticks that have been collected for firewood."", ""His mother throws Henry away when Michael is not paying attention."", ""Michael throws Henry into a forest with lots of sticks while playing fetch with Daisy.""]","[""Michael throws Henry into a forest with lots of sticks while playing fetch with Daisy.""]",,2,0,,2020-08-31 18:03:00,2019-03-20 20:03:16,85,0,Literal
549,362,1,2,1,What do you think Michael and Henry will do tomorrow?,"[""Go down the slide."", ""Play soccer."", ""Play fetch with Daisy."", ""All of the above.""]","[""All of the above.""]",,2,0,,2020-08-31 18:04:24,2019-03-20 20:03:16,88,0,Literal
550,363,5,2,1,Who is the better student in school?,"[""Meredith"", ""Kaitlyn"", ""Kristen"", ""Molly""]","[""Molly""]",,4,0,,2020-08-31 18:10:26,2019-03-20 20:03:16,3,0,Literal
551,363,5,2,1,What kind of twins are Molly and Kaitlyn?,"[""Identical"", ""Fraternal"", ""Triplets"", ""Not twins""]","[""Fraternal""]",,4,0,,2020-08-31 18:11:28,2019-03-20 20:03:16,3,0,Literal
552,363,5,2,1,Who is Mrs. Pritchett?,"[""The old lady who lives near the girls."", ""Their dad’s new boss."", ""Their mom."", ""Their fourth grade teacher.""]","[""Their fourth grade teacher.""]",,4,0,,2020-08-31 18:12:32,2019-03-20 20:03:16,3,0,Literal
553,363,3,2,1,Why did the family move?,"[""The girls were going to a private school."", ""Molly injured herself while raking."", ""Their dad got a new job at his company."", ""Their mom wanted to move closer to her parents.""]","[""Their dad got a new job at his company.""]",,4,0,,2020-08-31 18:13:59,2019-03-20 20:03:16,19,0,Literal
554,363,3,2,1,Why were the girls in the same class at their new school?,"[""They asked to be in the same class."", ""There was only one fourth grade class."", ""They tricked their teacher."", ""It was a mistake.""]","[""There was only one fourth grade class.""]",,4,0,,2020-08-31 18:16:38,2019-03-20 20:03:16,17,0,Literal
555,363,3,2,1,How did Molly get out of raking leaves?,"[""She poked her finger with a small branch."", ""She was allergic to leaves."", ""She wanted to read."", ""She was too cold.""]","[""She poked her finger with a small branch.""]",,4,0,,2020-08-31 18:17:30,2019-03-20 20:03:16,17,0,Literal
565,364,3,2,1,Why was Mrs. Scudder angry at Mariah?,"[""Mariah was friends with Scott."", ""Mariah spilled paint."", ""Mariah was using purple paint."", ""Mariah didn’t do her project.""]","[""Mariah spilled paint.""]",,3,0,,2020-09-01 21:56:42,2019-03-20 20:03:16,2,0,Literal
566,364,3,2,1,What was the purpose of Operation MSL?,"[""To get out of school early."", ""To wear whatever they want."", ""To get back at Mr. Caramel."", ""To make Mrs. Scudder laugh.""]","[""To make Mrs. Scudder laugh.""]",,3,0,,2020-09-01 21:57:39,2019-03-20 20:03:16,2,0,Literal
567,364,26,2,1,Who decided the boys should create Operation MSL?,"[""Derek"", ""Devin"", ""Miles"", ""Mariah""]","[""Derek""]",,3,0,,2020-09-01 22:00:32,2019-03-20 20:03:16,3,0,Literal
568,364,50,2,1,What season was it when Derek arrived at his new school?,"[""Summer"", ""Fall"", ""Winter"", ""Spring""]","[""Winter""]",,3,0,,2020-09-01 22:05:05,2019-03-20 20:03:16,19,0,Literal
570,364,20,2,1,When did Mrs. Scudder smile?,"[""When Mariah spilled paint on her desk."", ""When they got out of school early for snow."", ""When Derek joined their class."", ""When Amy was in her class.""]","[""When they got out of school early for snow.""]",,4,0,,2020-09-01 22:07:40,2019-03-20 20:03:16,19,0,Literal
571,364,5,2,1,Why did Amy say Mrs. Scudder was fair?,"[""She lets everyone have extra recess."", ""She is equally mean to everyone."", ""She does not give her students homework."", ""She is nice to everyone.""]","[""She is equally mean to everyone.""]",,5,0,,2020-09-01 22:08:23,2019-03-20 20:03:16,30,0,Literal
573,364,3,2,4,What did the kids in Mr. Boone’s class think when they heard the screaming? Select all that apply.,"[""The sound was a monster."", ""Someone was being attacked."", ""The kids were playing around."", ""The world was ending.""]","[""The sound was a monster."", ""Someone was being attacked."", ""The world was ending.""]",,5,0,,2020-09-01 22:24:51,2019-03-20 20:03:16,31,0,Literal
579,101,4,2,1,This story is mostly about:,"[""Mexico"", ""A piñata"", ""Birthday cake"", ""Ines’ mother""]","[""A piñata""]",,3,0,,2020-06-02 00:36:12,2019-03-20 20:03:16,2,0,Literal
580,101,13,2,1,"Reread this sentence: ""The birthday girl, Ines, just stared up at the piñata, frowning."" What is the best definition of ""stare""?","[""A set of steps leading from one floor of a building to another."", ""To stand on end."", ""To gaze fixedly and intently."", ""To blink.""]","[""To gaze fixedly and intently.""]",,4,0,,2020-06-02 00:36:35,2019-03-20 20:03:16,20,0,Literal
581,101,20,2,4,Which of these best describe the piñata? Choose all that are correct.,"[""Big"", ""Colorful"", ""Small"", ""Shaped like a donkey""]","[""Big"", ""Colorful"", ""Shaped like a donkey""]",,4,0,,2020-06-02 00:40:44,2019-03-20 20:03:16,19,0,Literal
583,101,11,2,1,Which question is answered in the story?,"[""When is the best time to have a birthday party?"", ""What shape was the piñata?"", ""What kind of cake did Ines have for her party?"", ""What flavors of candy were in the piñata?""]","[""What shape was the piñata?""]",,3,0,,2020-06-02 00:37:25,2019-03-20 20:03:16,1,0,Literal
585,101,13,2,1,"Which guide words would most likely appear on the same dictionary page with “piñata""?","[""Porch, predict"", ""Pickle, piston"", ""Present, presume"", ""Poem, pot""]","[""Pickle, piston""]",,4,0,,2020-06-02 00:38:14,2019-03-20 20:03:16,20,0,Literal
587,101,49,2,3,"In the passage, Ines imagines a timeline for a typical birthday party. In what order did she envision the following events?","[""Blow out the candles on the birthday cake."", ""Papa would blindfold her."", ""Papa would hand her a bat."", ""The birthday girl would swing and swing until the pinata broke open.""]","[""Blow out the candles on the birthday cake."", ""Papa would blindfold her."", ""Papa would hand her a bat."", ""The birthday girl would swing and swing until the pinata broke open.""]",,5,0,,2020-06-02 00:40:10,2019-03-20 20:03:16,32,0,Literal
590,35,26,2,1,Who is the main character in the story?,"[""Alfy"", ""Selena"", ""Rocks"", ""Earth""]","[""Alfy""]",,4,0,,2020-05-28 23:35:18,2019-03-20 20:03:16,3,0,Literal
591,35,20,2,1,"According to Alfy, what is NOT something you could learn about from rocks?","[""The beginning of the planet"", ""Creatures we never knew were real"", ""Ancient people and how they lived"", ""Why the ocean is blue""]","[""Why the ocean is blue""]",,3,0,,2020-05-28 23:35:46,2019-03-20 20:03:16,5,0,Literal
595,35,3,2,1,Why does Alfy need Selena’s help?,"[""To help test the invention."", ""To carry rocks."", ""To push his wheelchair."", ""To help build his invention.""]","[""To help test the invention.""]",,4,0,,2020-05-28 23:36:57,2019-03-20 20:03:16,19,0,Literal
596,35,13,2,1,"In the word ""oldest"",  ""--est"" is: ","[""A prefix"", ""A suffix"", ""A compound word"", ""The root word""]","[""A suffix""]",,3,0,,2020-05-28 23:37:11,2019-03-20 20:03:16,14,0,Literal
598,35,13,2,1,"""He spread out his arms on either side of him dramatically."" Which word is a synonym for how ""dramatically"" is used here?","[""Doubtfully"", ""Theatrically"", ""Quickly"", ""Slowly""]","[""Theatrically""]",,3,0,,2020-05-28 23:37:54,2019-03-20 20:03:16,4,0,Literal
600,365,3,2,1,"""Dad was a member of the Seven Summits Club."" What does this mean?","[""He liked seven types of tea."", ""He climbed the highest peaks on all 7 continents."", ""He worked for the government for 7 years."", ""He attended climbing meetings on all 7 continents.""]","[""He climbed the highest peaks on all 7 continents.""]",,4,0,,2020-09-01 22:31:13,2019-03-20 20:03:16,19,0,Literal
601,365,3,2,4,Why was it hard to play soccer? Choose all correct answers.,"[""The ground is too rough."", ""There are not enough players."", ""The high altitude makes you tired."", ""It’s too cold to stay outside.""]","[""The ground is too rough."", ""The high altitude makes you tired.""]",,4,0,,2020-09-01 23:05:55,2019-03-20 20:03:16,19,0,Literal
603,365,3,2,1,Why did they take 10 days to hike to Everest Base Camp?,"[""To get used to the altitude."", ""They had to stop along the trail for other hikers to rest."", ""One of the hikers was injured."", ""Bad weather caused the team to hike slowly.""]","[""To get used to the altitude.""]",,4,0,,2020-09-01 22:39:21,2019-03-20 20:03:16,23,0,Literal
604,365,3,2,1,Why is the climbing season only a short period each spring?,"[""No one wants to climb in the summer."", ""Sherpa’s are only available in the spring."", ""It is too rainy the rest of the year."", ""The weather is unpredictable the rest of the year.""]","[""The weather is unpredictable the rest of the year.""]",,4,0,,2020-09-01 22:40:16,2019-03-20 20:03:16,23,0,Literal
605,365,3,2,1,Why do you need to be 16 years old before you could climb Everest?,"[""Because you are not tall enough."", ""Because the climb is dangerous."", ""Because climbing Everest would be too scary for younger children."", ""Younger children are too immature.""]","[""Because the climb is dangerous.""]",,4,0,,2020-09-01 22:41:18,2019-03-20 20:03:16,23,0,Literal
606,365,3,2,1,Why did the narrator want to climb Everest?,"[""He liked climbing things."", ""He wanted to meet people in Nepal."", ""He wanted to be the youngest person to climb Mt. Everest."", ""His dad wanted him to.""]","[""He wanted to be the youngest person to climb Mt. Everest.""]",,4,0,,2020-09-01 22:44:30,2019-03-20 20:03:16,23,0,Literal
610,236,5,2,1,Who is Silence Dogood? ,"[""A writer"", ""A middle-aged woman"", ""A widow"", ""Benjamin’s fake identity""]","[""Benjamin’s fake identity""]",,6,0,,2020-09-09 18:47:21,2019-03-20 20:03:16,50,0,Literal
611,236,5,2,4,What word(s) are used to describe Silence Dogood? ,"[""Funny"", ""Smart"", ""Single"", ""Good-hearted""]","[""Smart"", ""Good-hearted""]",,7,0,,2020-09-11 15:52:54,2019-03-20 20:03:16,60,0,Literal
612,236,3,2,1,What kind of letters did Mrs. Dogood write?,"[""Funny ones about many issues popular in the past."", ""Funny ones about many issues popular at the time."", ""Historical ones about many issues in the past."", ""Serious ones about many issues popular at the time.""]","[""Funny ones about many issues popular at the time.""]",,7,0,,2020-09-09 18:50:11,2019-03-20 20:03:16,48,0,Literal
613,236,3,2,1,Why did Benjamin move to another state? ,"[""He wanted to find a new job."", ""He was tired of his brother."", ""His brother found out Benjamin’s secret and was angry at him."", ""He wanted to write letters as Silence Dogood all over the country.""]","[""His brother found out Benjamin’s secret and was angry at him.""]",,7,0,,2020-09-09 18:52:52,2019-03-20 20:03:16,48,0,Literal
614,236,3,2,1,Where did Benjamin leave his letters? ,"[""On the table"", ""Under the door"", ""In the mailbox"", ""With James’ colleagues""]","[""Under the door""]",,7,0,,2020-09-09 18:53:55,2019-03-20 20:03:16,48,0,Literal
617,236,20,2,1,What made James willing to publish letters from a mysterious woman?,"[""Because Mrs. Dogood was a famous writer."", ""Because James knew she was actually his brother."", ""Because James enjoyed reading the letters and so did other people."", ""Because her letters could help James make a lot of money.""]","[""Because James enjoyed reading the letters and so did other people.""]",,7,0,,2020-09-11 02:45:00,2019-03-20 20:03:16,50,0,Literal
621,39,49,2,1,What was the first thing the professor wanted to find out?,"[""The alien’s name."", ""What the alien eats."", ""How the alien moves around."", ""How the alien sleeps.""]","[""What the alien eats.""]",,4,0,,2020-05-28 23:40:11,2019-03-20 20:03:16,2,0,Literal
622,39,3,2,4,What did the professor try to feed the alien? Choose all correct answers.,"[""Metal nails"", ""Steak"", ""Bananas"", ""Green beans""]","[""Metal nails"", ""Steak"", ""Bananas""]",,3,0,,2020-05-28 23:43:16,2019-03-20 20:03:16,2,0,Literal
624,39,3,2,1,What is the setting of this story?,"[""Outside"", ""In a house"", ""In a garden"", ""In a lab""]","[""In a lab""]",,4,0,,2020-05-28 23:40:48,2019-03-20 20:03:16,2,0,Literal
626,39,13,2,1,"Reread this sentence:  “Then with a jolt, he realized.”
What is the best definition of “jolt""?
","[""To shake"", ""To knock sharply"", ""A sudden intense feeling"", ""To cause to move""]","[""A sudden intense feeling""]",,4,0,,2020-05-28 23:42:03,2019-03-20 20:03:16,4,0,Literal
627,39,13,2,4,Select all of the compound words found in this passage.,"[""Jujube"", ""Upside"", ""Scratched"", ""Sunlight""]","[""Upside"", ""Sunlight""]",,2,0,,2020-05-28 23:43:46,2019-03-20 20:03:16,99,0,Literal
631,368,3,2,1,What type of animal is Mrs. Jenkin’s class pet?,"[""Bunny"", ""Guinea pig"", ""Fish"", ""Cat""]","[""Guinea pig""]",,2,0,,2020-09-01 23:12:32,2019-03-20 20:03:16,102,0,Literal
632,368,3,2,1,Why is Molly almost late for the bus?,"[""She slept in too late."", ""She forgot her backpack."", ""She could not find her favourite shoes."", ""She had to take out the garbage.""]","[""She could not find her favourite shoes.""]",,2,0,,2020-09-01 23:14:08,2019-03-20 20:03:16,85,0,Literal
633,368,26,2,1,Who is Jack?,"[""Molly’s Dad"", ""Molly's little brother"", ""The bus driver"", ""Molly's friend""]","[""Molly's little brother""]",,2,0,,2020-09-01 23:14:36,2019-03-20 20:03:16,85,0,Literal
634,368,3,2,1,What is the name of the class guinea pig?,"[""Amy"", ""Ms. Jenkins"", ""Floppy"", ""Snoopy""]","[""Snoopy""]",,2,0,,2020-09-01 23:15:10,2019-03-20 20:03:16,102,0,Literal
635,368,3,2,1,Why didn't Molly see her friend Amy all summer?,"[""Amy was on vacation with her family."", ""Amy was away at soccer camp."", ""Amy moved to another city."", ""Amy was away at music camp.""]","[""Amy was away at soccer camp.""]",,2,0,,2020-09-01 23:15:44,2019-03-20 20:03:16,85,0,Literal
637,368,3,2,1,What is Molly's plan?,"[""To take such good care of Jake that her parents let her start baby-sitting for other neighbors."", ""To start playing soccer so she can become good enough to go to soccer camp with Amy next year."", ""To take home the class pet so she can prove she is a responsible pet owner and get her own pet."", ""To be selected to take home the class pet so she can keep it as her own.""]","[""To take home the class pet so she can prove she is a responsible pet owner and get her own pet.""]",,2,0,,2020-09-01 23:18:48,2019-03-20 20:03:16,102,0,Literal
641,57,50,2,4,Select all the places where the Coat Woman is NOT rumored to live:,"[""In the heart of a tree."", ""Deep in the dark forest."", ""In the city."", ""In a house.""]","[""In the city."", ""In a house.""]",,5,0,,2020-05-28 23:53:29,2019-03-20 20:03:16,19,0,Literal
642,57,6,2,4,"The Coat Woman is a story that has been handed down from mother to daughter and from father to son.  
Stories that have been passed down from generation to generation are called___________. Choose all that apply.
","[""Legends"", ""Mysteries"", ""Biographies"", ""Folklore""]","[""Legends"", ""Folklore""]",,3,0,,2020-05-28 23:54:00,2019-03-20 20:03:16,11,0,Literal
644,57,4,2,1,What is the main idea of the fourth paragraph?,"[""The coat"", ""Where the Coat Woman lives"", ""A description of the Coat Woman"", ""The forest""]","[""The coat""]",,5,0,,2020-05-28 23:49:00,2019-03-20 20:03:16,34,0,Literal
645,57,3,2,4,In which ways has the coat been described? Select all that apply.,"[""Pale and layered in fog"", ""Dark and soft like moss"", ""Sleeves that are wide and sweeping"", ""Glowing""]","[""Pale and layered in fog"", ""Dark and soft like moss"", ""Sleeves that are wide and sweeping"", ""Glowing""]",,4,0,,2020-05-28 23:54:28,2019-03-20 20:03:16,19,0,Literal
647,57,49,2,3,Arrange these sentences to match the order in which they appeared in the passage.,"[""The story has been handed down."", ""Others say she sleeps in the river."", ""Her coat seems too big for her."", ""The woman never speaks.""]","[""The story has been handed down."", ""Others say she sleeps in the river."", ""Her coat seems too big for her."", ""The woman never speaks.""]",,4,0,,2020-05-28 23:52:52,2019-03-20 20:03:16,9,0,Literal
649,57,11,2,1,Which question is answered in this story?,"[""What does the bottom half of the woman’s face look like?"", ""Why doesn’t the woman speak?"", ""Where do people say the woman lives?"", ""What is under the woman’s coat?""]","[""Where do people say the woman lives?""]",,3,0,,2020-05-28 23:49:50,2019-03-20 20:03:16,5,0,Literal
652,57,13,2,4,"Which words are antonyms for ""tall""?","[""Short"", ""Little"", ""Soaring"", ""Huge""]","[""Short"", ""Little""]",,3,0,,2020-05-28 23:55:36,2019-03-20 20:03:16,4,0,Literal
654,214,20,2,1,How big was the tank? ,"[""90 feet tall and 50 feet around"", ""90 feet tall and 90 feet around"", ""50 feet tall and 50 feet around"", ""50 feet tall and 90 feet around""]","[""50 feet tall and 90 feet around""]",,6,0,,2020-09-08 17:52:05,2019-03-20 20:03:16,50,0,Literal
655,214,20,2,1,How many gallons of molasses can the tank hold? ,"[""About 2 million"", ""About 25 million"", ""Over 2 million"", ""Over 25 million""]","[""Over 2 million""]",,6,0,,2020-09-08 17:53:05,2019-03-20 20:03:16,50,0,Literal
656,214,20,2,1,How tall was the molasses wave? ,"[""50 feet"", ""25 feet"", ""90 feet"", ""2 feet""]","[""25 feet""]",,6,0,,2020-09-08 17:57:08,2019-03-20 20:03:16,50,0,Literal
657,214,3,2,1,What caused the explosion of the tank? ,"[""The temperature went from really cold to really hot, quickly."", ""The temperature went from really hot to really cold, quickly."", ""The temperature went from really cold to really hot, slowly."", ""The temperature went from really hot to really cold, slowly.""]","[""The temperature went from really cold to really hot, quickly.""]",,6,0,,2020-09-08 18:02:08,2019-03-20 20:03:16,36,0,Literal
658,214,13,2,1,What does “roar and rumble” mean in the passage?,"[""The sound of the tank crashing down."", ""The sound of animals escaping from the zoo."", ""The sound of people screaming."", ""The sound of the buildings being destroyed.""]","[""The sound of the tank crashing down.""]",,6,0,,2020-09-08 18:03:31,2019-03-20 20:03:16,51,0,Literal
659,214,20,2,1,The author used the phrase “dipped toffee apples” to describe the appearance of some people after the flood.,"[""True"", ""False""]","[""True""]",,6,0,,2020-09-08 18:04:35,2019-03-20 20:03:16,50,0,Literal
664,372,50,2,1,Where does the man go to see the birds?,"[""The zoo"", ""A pet store"", ""His house"", ""The park""]","[""The park""]",,3,0,,2020-09-20 15:14:09,2019-03-20 20:03:16,5,0,Literal
665,372,3,2,1,Why does the man come to see the birds everyday?,"[""To pet them"", ""To hear them sing"", ""To watch them fly"", ""To catch them""]","[""To hear them sing""]",,3,0,,2020-09-20 15:16:39,2019-03-20 20:03:16,2,0,Literal
666,372,28,2,1,Why is the narrator sad?,"[""The man was gone."", ""The birds were gone."", ""The mother was gone."", ""The bench was gone.""]","[""The man was gone.""]",,3,0,,2020-09-20 15:17:08,2019-03-20 20:03:16,2,0,Literal
668,372,5,2,1,How did the author describe the seagulls?,"[""Merry"", ""Chirping"", ""Loud"", ""Honking""]","[""Loud""]",,4,0,,2020-09-20 15:18:11,2019-03-20 20:03:16,5,0,Literal
669,372,69,2,1,Who is telling this story?,"[""The man"", ""The mother"", ""A child"", ""The birds""]","[""A child""]",,3,0,,2020-09-20 15:18:56,2019-03-20 20:03:16,106,0,Literal
670,372,54,2,1,"In the story, the author went to his mother ""in tearful lament"". What is a synonym for a ""lament""?","[""sadness"", ""joyful"", ""excitement"", ""confusion""]","[""sadness""]",,4,0,,2020-09-20 15:19:46,2019-03-20 20:03:16,33,0,Literal
674,369,5,2,1,How does the Reading Fairy feel when children don’t read?,"[""Sad"", ""Glad"", ""Happy"", ""Sleepy""]","[""Sad""]",,3,0,,2020-09-01 23:26:13,2019-03-20 20:03:16,3,0,Literal
676,369,3,2,1,Why did Lucy and Alex build forts with their books?,"[""So they could be king and queen of the forts."", ""So the books were more fun to read."", ""To keep the monsters away from their beds."", ""To keep their mom out of the room.""]","[""To keep the monsters away from their beds.""]",,3,0,,2020-09-01 23:30:47,2019-03-20 20:03:16,19,0,Literal
677,369,3,2,1,What did Lucy and Alex do when they woke up from the dream?,"[""They built forts and castles out of their books."", ""They ran to their mother."", ""They went back to sleep."", ""They started to read.""]","[""They started to read.""]",,3,0,,2020-09-01 23:34:08,2019-03-20 20:03:16,19,0,Literal
684,371,26,2,1,Who lives in Arno?,"[""Jon"", ""The teacher"", ""The gnome"", ""Jon's parents""]","[""The gnome""]",,2,0,,2020-09-20 18:31:28,2019-03-20 20:03:16,103,0,Literal
685,371,3,2,1,Why does Jon know about Arno?,"[""He learned about it in school."", ""He lives there."", ""He used to live there."", ""It appears in his dreams.""]","[""It appears in his dreams.""]",,1,0,,2020-09-20 18:31:51,2019-03-20 20:03:16,84,0,Literal
686,371,3,2,1,How was Jon going to get to Arno?,"[""A long hike"", ""A flying teacup"", ""His parents would take him"", ""He would turn into a gnome""]","[""A flying teacup""]",,1,0,,2020-09-20 18:32:19,2019-03-20 20:03:16,84,0,Literal
688,371,3,2,1,Why did Jon’s mother faint?,"[""She saw a flying teacup."", ""She saw Arno."", ""She saw a wee little gnome."", ""She was too warm.""]","[""She saw a wee little gnome.""]",,1,0,,2020-09-20 18:33:13,2019-03-20 20:03:16,84,0,Literal
690,371,49,2,3,Put these events in the correct order:,"[""In school, Jon would write about Arno."", ""Jon met the wee little gnome."", ""Jon’s mom fainted."", ""Jon and his parents went to Arno in the teacup.""]","[""In school, Jon would write about Arno."", ""Jon met the wee little gnome."", ""Jon’s mom fainted."", ""Jon and his parents went to Arno in the teacup.""]",,1,0,,2020-09-20 18:30:46,2019-03-20 20:03:16,84,0,Literal
696,83,3,2,1,Why were Zach and Bradley spying on the old man?,"[""They thought he had done something."", ""They were curious to see what he does at his house."", ""They wanted to see his dog."", ""They saw a mirror in the house.""]","[""They thought he had done something.""]",,5,0,,2020-05-31 20:42:49,2019-03-20 20:03:16,31,0,Literal
697,83,49,2,3,Put these events into the correct order:,"[""Bradley saw something inside the house."", ""Bradley pressed his noe against the glass."", ""The old man’s face appeared in the light."", ""Bradley was left hanging on the windowsill.""]","[""Bradley saw something inside the house."", ""Bradley pressed his noe against the glass."", ""The old man’s face appeared in the light."", ""Bradley was left hanging on the windowsill.""]",,3,0,,2020-05-31 20:46:44,2019-03-20 20:03:16,9,0,Literal
700,83,51,2,1,The phrase “light as a feather” is an example of:,"[""Onomatopoeia"", ""Simile"", ""Metaphor"", ""Oxymoron""]","[""Simile""]",,4,0,,2020-05-31 20:43:35,2019-03-20 20:03:16,33,0,Literal
701,83,20,2,4,How was the spot of light on the wall described? Choose all correct answers.,"[""Growing bigger and bigger"", ""Yellow"", ""Blue"", ""Fading in and out""]","[""Growing bigger and bigger"", ""Yellow""]",,3,0,,2020-05-31 20:47:28,2019-03-20 20:03:16,5,0,Literal
704,83,13,2,1,"Which guide words would most likely be on the same dictionary page as the word ""shoulders""?","[""Sound, sour"", ""Short, shovel"", ""Shout, shower"", ""Show, shred""]","[""Short, shovel""]",,3,0,,2020-05-31 20:45:11,2019-03-20 20:03:16,4,0,Literal
707,204,5,2,1,Which of the following descriptions CANNOT be used to describe Byron? ,"[""A professional bear trainer"", ""A student at Cambridge University"", ""A British poet"", ""An animal lover""]","[""A professional bear trainer""]",,6,0,,2020-09-08 16:52:27,2019-03-20 20:03:16,50,0,Literal
709,204,3,2,1,Why did Byron keep a bear in his dorm? ,"[""He bears were his favourite animal."", ""To protest university’s rules about pets."", ""To scare his roommate away and get the dorm to himself."", ""To prank the professors.""]","[""To protest university’s rules about pets.""]",,6,0,,2020-09-08 17:00:06,2019-03-20 20:03:16,50,0,Literal
710,204,3,2,1,How many kinds of pets did Byron have? ,"[""14"", ""13"", ""12"", ""15""]","[""14""]",,6,0,,2020-09-08 17:03:41,2019-03-20 20:03:16,50,0,Literal
