id,genreId,gradeId,bookId,passageLengthId,readingLevel,fleschKincaidLevel,name,text,disabled,pending,updatedAt,createdAt,passageNumber
216,8,6,,4,6.8,6.5,Nursery Rhyme Mysteries,"Katrina was only 9, but she had already solved some pretty mysterious mysteries. She had discovered the true identity of the Muffin Man (the one from Drury Lane!). She figured out who had pushed Humpty Dumpty off that wall. She found out what had caused Jack and Jill’s great fall. She tracked down the dish and the spoon after they ran off together. She even figured out how many pickled peppers Peter Piper picked! Katrina was a master detective, and she wasn’t done yet!
",0,0,2019-12-17 15:51:04,2019-03-20 20:03:03,
217,3,6,,2,6.9,6.7,Vikings in America,"Vikings first sailed to the shores of North America in about 1000 AD. That’s 500 years before Christopher Columbus came along!
",0,0,2019-12-17 15:49:59,2019-03-20 20:03:03,
218,3,6,,1,6.5,6.1,Senet,"Did you know that people have been playing board games for thousands of years? One of the first ever board games was played by the ancient Egyptians! The game was called Senet. Senet was played on a gameboard made out of wood, stone, or other flat materials. The gameboard was a grid of 30 equal squares: three rows with ten squares each. Senet was played with two different sets of pieces (just like chess and checkers!). Instead of dice, some historians say that the Egyptians threw sticks to move pieces around the board.

But it’s hard to know exactly what the rules of Senet were. Historians have only found texts that explain bits and pieces of the game. Imagine ripping up the instructions to a new board game and then leaving it lying around for a few thousand years! But historians also note that the rules of Senet have probably changed over time anyway. So, some people have made up their own rules to keep playing this ancient game in the modern day!
",0,0,2019-12-17 15:49:04,2019-03-20 20:03:03,
219,10,6,,2,6.0,8.0,Olivia the Spy,"Olivia does a lot of peeking around corners. This is because she is secretly a very important spy - at least, until bedtime.
",0,0,2019-12-17 15:54:14,2019-03-20 20:03:03,
220,2,6,,1,6.6,5.4,Asteroid Vs. Atmosphere,"The atmosphere is the layer of gas that covers the Earth. Our atmosphere shields us from getting too much sun. It also holds in heat like a blanket, keeping the planet warm. Even the air we breathe is part of the atmosphere! But it has another important role: the atmosphere protects us from flying space objects like asteroids!

An asteroid is a big chunk of rock floating in space. About once a year, an asteroid the size of a car will come flying towards Earth! But, never fear– we have our atmosphere! Asteroids and other space objects have to get through our atmosphere to get to us. Luckily, our atmosphere burns up most things before they reach Earth’s surface. Which is really great when we’re talking about gigantic flying space rocks!
",0,0,2019-12-17 15:52:41,2019-03-20 20:03:03,
221,7,6,,3,6.8,6.9,Digging,"Every night that week Mustafa had woken up to the same sound. He would be lying still in his soft bed, when suddenly the loud <i>CLANG</i> of metal on metal would make his eyelids shoot open in a jolt. Then came the sounds of digging. The soft shuffle and hiss of dirt being spilled over dirt, again and again.

The first time it had happened, Mustafa woke up confused and on edge in the dark. Once he realized that he had just been startled out of a dream, he relaxed a little and rolled over, ready to go back to sleep. But then he heard the digging coming from outside his window. 

Mustafa’s bedroom was on the first floor of their apartment building, and its window faced out into a beautiful gated courtyard. All the other apartment buildings looked into that courtyard and it was filled with trees, and flower beds, and wooden benches. During the daytime, the courtyard would be filled with little kids running around, and older folks sitting in the shade to read. But at night it was filled with nothing but shadows, and the tall black metal gates that surrounded it were firmly shut, chained, and locked.

At first Mustafa just lay there on his side, gazing out of his window, listening. He had never heard more than the mewling of a cat in the courtyard at night, and this was definitely no cat. From where he lay, he could just see the sharp pointed black tips of the gate glinting in the silvery moonlight, and all of the dark, dark night sky beyond. The sound of the digging continued steadily: a jab, a muffled patter of dirt, a low whispering sound as it scattered and slid.

Mustafa knew Joseph, the man who tended the trees and gardens in the courtyard. He knew that Joseph obsessed over his gardens, and only ever dug in them during the day because he believed that plants liked peace at nighttime, just like people. He also knew that Joseph was the only person with the keys to the courtyard gate. So, who was this digging in the courtyard in the middle of the night? And what were they digging for?

Mustafa no longer felt like going back to sleep. He didn’t think he could have if he tried. His heart was starting to beat a little louder in his chest, and he noticed that the hand gripping his blanket was sweaty. Slowly, he pulled the blankets back and slid out of his bed. He crawled across the floor to the window, not wanting his head to be seen. He paused just below it and crouched, listening.

<i>Jab, patter, whisper; jab, patter, whisper</i>– was it getting faster? Mustafa took a deep breath, held it, and inched his head up to peer through the bottom of the window. 

Fifteen feet from where Mustafa knelt, through the gate and across the grass was a large pit in the ground. Mounds of black earth were piled all around it, and a vivid orange glow was coming from its unseen depths. Closest to Mustafa were a couple of objects covered in dirt. The first was a large tattered book, leather-bound, but too filthy to read the title of. The other was a headdress of some kind, or a crown. Its metal was carved with detailed markings and it had jewels or stones embedded all across its surface. As Mustafa stared out at it, his widening eyes reflecting both the pale moon and the strange orange light, he finally let out his breath in a gasp as he realized: set into the crown were not jewels, or stones, but hundreds and hundreds of human teeth.

Suddenly a slow creaking sound rose up from the bottom of the pit and Mustafa ran back to his bed and jumped under the covers. Turning his back to the window he tried to steady his breath which was coming hard and fast. He tried closing his eyes, willing himself to go back to sleep and awake to find this had all been a terrible dream, but every time his eyelids closed the image of the crown was there waiting for him. Even under the blankets on that warm night, Mustafa lay there shivering for a long time before he finally fell asleep.

The next morning Mustafa rose slowly, sitting up and letting the smoky scent of bacon wash over him pleasantly before even opening his eyes. Once they were open, he blinked dully at a shadow on his wall, a shadow cast by the pointed tips of the metal courtyard gate.

And suddenly, with a feeling like an icy stone falling into his stomach, he remembered. Nearly tripping over his own feet in his hurry to reach the window, when he got there he breathed a deep shuddering sigh of relief. He even let out a little laugh. 

Looking out into the sunny courtyard, everything was just as it should be. A man with a coffee cup was on a bench reading a magazine. A woman and her small daughter were having a tickle fight under a large oak tree. No pit. No orange light. No crown. 

<i>What a terrifying dream that was! </i>Mustafa thought to himself. <i>I’ve really gotta cool it on those late-night movies Mom hates. Maybe there is such a thing as too-vivid an imagination.</i>

And he went to go have breakfast with his family.

That night Mustafa yawned and leaned back into his pillows, already wondering what his dad might be making for breakfast the next day when he gently drifted off to sleep. 

Then he heard a <i>CLANG</i>, followed by the unmistakable sounds of digging.
",0,0,2020-12-06 21:39:34,2019-03-20 20:03:03,
222,2,6,,2,6.6,4.8,Ladybug Knees,"When ladybugs are scared, they squirt smelly liquid out of their knees! 
",0,0,2019-12-17 15:58:15,2019-03-20 20:03:03,
223,10,6,,4,6.8,7.9,The Dinner Party,"Leo’s parents were having a big fancy dinner party. Leo’s parents were inviting all their loud fancy friends. Leo’s mother wanted him to be on his best fancy behavior. 

So, Leo took all the guests’ heavy fancy coats, quietly. Leo ate his weird fancy dinner, quietly. Leo endured his itchy fancy shirt, quietly. Leo snuck under the long fancy dinner table, quietly. Leo listened to all the boring fancy conversations, quietly. Leo counted the lame, fancy jokes, quietly. Leo tied the laces together on all the expensive fancy shoes, quietly. Leo snuck into the next room and waited, quietly. 
",0,0,2019-12-17 15:59:29,2019-03-20 20:03:03,
224,3,6,,4,6.5,6.9,Aztec Cocoa Currency,"Have you ever had a piece of chocolate that tasted like a million bucks? Well, for the Aztecs that was pretty much a reality! The Aztec Empire was a civilization formed by the ancient peoples of Mexico. One thing they had plenty of was cocoa beans– the main ingredient in chocolate! Cocoa beans come from cocoa trees which grow in certain parts of Mexico. The Aztecs used cocoa beans in many foods and drinks, and even for some religious ceremonies. Because of that, cocoa beans were valuable and they were used as money! Records say that you could buy a small rabbit for 30 beans, and an egg for three beans. You could even buy a solid gold statue for just 250 beans! Just think about that next Halloween!
",0,0,2019-12-17 16:00:49,2019-03-20 20:03:03,
225,10,6,,1,6.8,7.0,The Crazy Straw,"Hank was almost done. It had taken him all day and he had used up his whole allowance, but he had built something incredible. Hank had built the world’s biggest, wackiest, waviest, kookiest, zaniest crazy straw spitball shooter ever! It was made of 1,999 individual crazy straws attached end-to-end. Every straw was a different colour and every straw was bent and twisted to make one giant <i>super</i> crazy straw! 

It started in his bedroom and spiraled up over his bookshelf– red, purple, yellow, green! It curved through the hallway and sloped down the stairs into the living room– blue, orange, pink, gold! It loop-de-looped around the cat and under Dad’s arms as he read the paper– turquoise, maroon, magenta, indigo! It curled out the kitchen window and back in through the second floor bathroom– spotted, striped, zig-zagged, sparkly! Finally it snaked up to the attic and its end rested on the window ledge. 

Hank chewed on a small, round wad of paper in his left cheek. It felt perfectly squishy and full of spit. He carefully positioned the last straw so that it was pointing directly at a certain backyard down the street. Then he started back downstairs to his room to try his first test run. As he went he said to himself, ""Cedric D. Martin is going to see that the science fair first place medal WILL belong to me, Hank T. Fillibuster!""
",0,0,2020-05-08 22:28:43,2019-03-20 20:03:03,
226,11,7,,3,7.4,6.9,The Ship,"When they had finally made their way around the last big tree, they stopped and looked out into the dry, yellowing field. Krista took half a step forward, with a hand to her forehead to shield her eyes from the direct sunlight. Lou stood staring with her head slightly tilted and her eyes crinkled against the glare. 

It was difficult to tell whether there was anything there to see at all. They could feel the presence of something, some enormous something, but trying to look at it was like trying to see rain in the dark, or looking through a perfectly clear glass window on a bright day. But just then a gentle shiver seemed to ripple through the air itself, the way the road looks wibbly when the sun is scorching, and they knew the ship was still there.

Krista glanced back at her sister and smiled, then set off towards the center of the field. Lou followed. As they got closer, the shape of the ship came into clearer focus. It was almost the exact shape of a boat’s sail when it’s inflated by the wind, but had only a large, smooth sphere at its base. The whole structure was at least fifty feet taller than the tallest tree they could see. Standing beneath it, it seemed to be as big as the whole sky.

Krista opened her mouth, looking scared for the first time that day. ""Lou, I think–”

But just then, a shimmering staircase appeared before them leading up into the belly of the ship. Lou could hear the twittering of sparrows in some distant tree. Everything felt very still. Lou took Krista’s hand in her own, feeling the calluses of all that summer’s tree climbing and bike riding against her fingers, and led them up the staircase.

When they reached the inside of the ship, at first everything was dark. Then two glowing orbs of white light began to slowly pulse and grow until they had reached the size of basketballs. After that, other glowing objects began lighting up, one by one, all around them. They were all different shapes and sizes, and the colours reminded Lou of the tropical fish aquarium she had been to once on a field trip. Eventually it was light enough to see that they were standing in the middle of a gigantic room full of these strange, lumpy, glowing shapes, and that the ceiling above them was covered in flickering lights, switches, and buttons. 

Then a deep purring hum rumbled out from within the walls.
",0,0,2020-12-02 16:39:00,2019-03-20 20:03:03,
227,5,7,,2,7.6,7.4,Karata's Birth,"Thousands of people celebrated on the day of Karata’s birth. The entire kingdom knew their hero had finally come! 
",0,0,2019-12-17 16:05:36,2019-03-20 20:03:03,
228,3,7,,2,7.8,8.0,Wrestling Lincoln,"Before Abraham Lincoln became president of the United States, he was a highly skilled wrestler! He was even honored by the National Wrestling Hall of Fame in 1992!
",0,0,2019-12-17 16:06:52,2019-03-20 20:03:03,
229,11,7,,1,7.0,7.3,Spider-Bots,"The dark canyon was so vast that the edges of it disappeared into shadow. Or maybe the edges just couldn’t be seen in contrast to the bright lights swarming towards its center. Metallic clicks and scuttling could be heard from all sides as thousands upon thousands of spider-bots streamed down the rock face to the glowing structure in the middle. The spider-bots all looked exactly alike: about the size of a small dog, they were made of dark, shiny chrome with rows of tiny white lights that ran down each of their eight legs, and had eight red and blue sensors like eyes. 

In the center was a gigantic spider web, and it looked like it was made out of pure light. It stretched 100 meters across in every direction and was slowly growing as more and more waves of spider-bots spun their contribution. Every thick strand seemed to pulse with energy and white light, while thin ribbons of code and language streaked through them. This was the World Wide Web...or it was going to be.
",0,0,2019-12-17 16:08:24,2019-03-20 20:03:03,
230,11,7,,2,7.8,7.6,Broccoli Planet,"Somewhere in the universe, there is a planet covered in broccoli. Thinking about that planet makes Vorp upset.
",0,0,2019-12-17 16:10:02,2019-03-20 20:03:03,
232,4,7,,1,7.7,7.8,Circus School,"Leah was a grown up, but she didn’t always feel like one. Maybe it was because she went to Magda The Magnificent’s Spectacular Circus School and lived in a bright blue house full of other circus students. Or maybe it was because she couldn’t always think straight unless she was standing on her head.

The morning routine in the circus house was always a bit crazy, but Leah loved it all. Breakfast usually began by trying to grab a plate from the tall stack of dishes that The Unbelievable Bogdan had balancing on the tip of his nose. (This was even more difficult on the days when Bogdan was practicing riding his unicycle at the same time.) Then Leon the fire-breather would lend his fiery breath to help cook the eggs or boil the water for tea. (The walls had burn marks here and there from the mornings when Leon was still a bit sleepy.) When Leah left for school, Maria was always there hanging upside down from the doorframe to hand everyone their lunches. (Maria’s long blond pigtails always tickled Leah’s nose and made her laugh.)

But walking into circus school was always the best of all. Everyday was like walking into a gigantic colourful circus tent! Leah never knew what she would see or hear that day (or taste or touch or smell for that matter). Some days she went to her locker to find Felix the Flexible all folded up inside it ready to yell ""Tada!”. One time The Amazing Amanda perfected her magic act by disappearing all of Leah’s homework. The halls were always packed with jugglers juggling jugs and people doing flips. In Magda The Magnificent’s Spectacular Circus School, no two acts were the same and that’s what made it wonderful.
",0,0,2019-12-17 16:14:27,2019-03-20 20:03:03,
233,7,7,,2,7.4,6.2,Spider Swarm,"Jesse struggled against the ropes. His friends had already been completely covered by the spiders.
",0,0,2019-12-17 16:16:22,2019-03-20 20:03:03,
234,2,8,,2,8.8,6.3,Scents Sense,"Scientists think that a normal human nose can recognize more than a trillion different scents! Can you even imagine how many scents you've smelled?
",0,0,2020-05-07 19:35:07,2019-03-20 20:03:03,
235,7,8,,2,8.7,10.4,All the Way Around,"As Sharee watched from her hiding spot, the man’s head slowly turned all the way around until it was facing backwards– and staring right at her.
",0,0,2020-01-23 18:16:16,2019-03-20 20:03:03,
236,3,8,,4,8.9,8.9,Silence Dogood,"As an adult, Benjamin Franklin was an inventor and a Founding Father of the United States. But when he was just a teenager, Benjamin Franklin used to pretend he was an old woman to get in the newspaper! 

In 1721 (when Benjamin Franklin was just 15), Benjamin’s older brother, James, started his very own newspaper. Benjamin really wanted to write letters and articles for the newspaper, but James would not let him (ugh, big brothers!). So, Benjamin made up the character of Silence Dogood: a smart, and good-hearted middle-aged woman whose husband had died. As Mrs. Dogood, Benjamin wrote funny letters about many issues popular at the time. Then he would leave them under the door of James’ office in secret. James enjoyed the letters and published many of them in the newspaper, not knowing they were really written by his own little brother! Readers of the newspaper also loved Silence Dogood’s letters. Some men even wrote to Silence asking her to marry them! Eventually James found out that Silence Dogood had actually been Benjamin all along. James was so angry that Benjamin ran away to live in the next state over!
",0,0,2019-11-11 17:02:05,2019-03-20 20:03:03,
237,3,8,,3,8.9,8.7,The Trung Sisters,"Trung Trac and Trung Nhi were two sisters who lived in Vietnam from AD 12- AD 43. They grew up in a small rural village in what would now be Northern Vietnam. They lived in an area called Giao Chi, which was ruled by China (and the Han Dynasty) at that time. The sisters were well-trained in martial arts from a young age because of their father’s position in government. 

As time went on, the relationship between the Vietnamese people and their Chinese rulers got worse. The Vietnamese felt that their people and culture were being attacked and cruelly mistreated. The Chinese were also trying to expand farther into Vietnam to control more of the South. Eventually, Trung Trac’s husband, Thi Sach, tried to stand up to the Chinese rulers and rebel. Unfortunately, his plan failed. The Chinese executed him as a warning to others not to try the same thing.

However, the murder of her husband inspired Trung Trac and her younger sister to do just that: they began to plot rebellion against the Chinese. In AD 40, the Trung Sisters were able to fight a small Chinese unit out of their own village. With the confidence and respect they earned from that, they began to build a large army of 80 000 people– mostly made up of other women (including their own mother)! During this time in ancient Vietnam it was very unusual for women to be warriors, and many people thought it was wrong for these women to be fighting. But the Trung Sisters didn’t care, and within a few months their army of women (riding on a herd of elephants!) had taken back 65 cities from the Chinese! They won freedom for the ancient kingdom of Nanyue, and both became its ruling queens! 

They successfully protected Nanyue from Chinese attacks for the next three years, until they were killed in battle in AD 43. Nobody knows exactly how the sisters died. Some records say that they fell at the hand of a powerful Chinese general, Ma Yuan. Another story says that the Trung Sisters were defeated when their male attackers tried fighting naked, and the mostly female army ran away out of embarrassment (but this is almost certainly just a story). Other records say that the sisters vanished into the sky, or threw themselves into a river and became stone statues.

No matter what happened to them in the end, the Trung Sisters are admired for leading the first resistance movement in Vietnam after 247 years of being ruled by China. Many temples have been built to honor the Trung sisters and there is an annual holiday in Vietnam to celebrate their story. Trung Sisters are still proudly remembered in Vietnam for their bravery and sacrifice.
",0,0,2019-11-11 17:02:31,2019-03-20 20:03:03,
238,10,8,,2,8.6,8.4,Penguin Mania,"No one else in the class was interested in penguins until Joo-Yeon did a presentation on them. Afterwards, suddenly there were no penguin books left in the library.
",0,0,2020-02-11 02:33:41,2019-03-20 20:03:03,
239,10,8,,2,8.9,8.0,Roll the Dice,"My little brother is so bad at making decisions, he carries dice with him everywhere. When he is supposed to choose something, he rolls the dice and does whatever the numbers say.
",0,0,2019-11-11 17:03:48,2019-03-20 20:03:03,
240,3,8,,4,8.3,8.8,Ancient Toilets of the Indus Valley,"Did you know that the first ever flush toilet was invented thousands of years ago? In the ancient Indus Valley Civilization (which covered parts of what are now Afghanistan, Pakistan, and India), they weren’t messing around when they had to go! Most homes in the main cities had their very own water wells, and very advanced systems of clay pipes for the times. The toilets worked by drawing water into jars through the pipes, and then emptying the jars through the toilet holes and into waste pits. The solid waste would later be removed and used for fertilizer. 
",0,0,2020-05-08 23:06:56,2019-03-20 20:03:03,
241,8,8,,3,8.9,10.3,A Nose for Clues,"Now that Clara had narrowed down her list of suspects to three people, she was sure that she’d be able to figure out who had stolen the nose from the famous Nosy General statue. As soon as the museum staff realized what had happened, they sealed off the scene of the crime with her entire class inside it. That’s how Clara knew that the guilty person– and the nose– must still be right there in the room with them. The statue's  stone nose might be missing, but Clara was determined to sniff out the thief!

Clara’s first suspect was Drew Doodleson, but Clara wasn’t certain that Drew could have taken the nose even if he had wanted to. He was so allergic to the polish they used on all the statues in the museum that his nose had been running all day! Anyway, he was still on Clara’s suspect list because besides his allergies, he had another nose problem on his hands: Drew could draw almost anything, but he always said that noses were the hardest. Lately he had been complaining that none of his family members would sit still long enough for him to get the noses right in their portraits.

Suspect number two was none other than the dreaded Ms. Snootle! Ms. Snootle was their school’s vice-principal (and happened to be Clara’s least favourite grown-up in the world), but that was NOT why she was a suspect. When the class had first entered this room on the museum tour to see the statue, Ms. Snootle had been deeply offended that they could see up the Nosy General's nostrils. Clara and the other kids had tried to explain to her that here in the museum, nostrils were ""art”, but Snootle wouldn’t listen. Instead, Ms. Snootle simply turned her big grey bushy head away from the statue to shield her eyes, and began yelling at the tour guide about ""the importance of modesty in this day and age!” 

The final suspect was Annie ""The Android” Anderson. Annie loved robotics and was always tinkering with some gizmo or gadget. Lately she had been bragging about the life-size robot she was building that was going to help her get double servings of dessert from the cafeteria at lunchtimes. Apparently, the only problem with it was that she hadn’t been able to make the robot’s face look exactly human yet, since all it had were bottle caps for eyes, a tube of lipstick for a nose, and an old pencil case as a mouth. And Annie had told Clara just that morning about how her mom was starting to wonder where her favourite lipstick had gotten to.

As Clara weighed the clues and motives in her head, a member of the museum staff asked everyone to check inside their bags and pockets for the nose. As everybody stuck their heads inside their backpacks and coats, Clara heard a muffled sneeze, and that’s when she knew that she’d caught the culprit!
",0,0,2020-06-03 18:32:11,2019-03-20 20:03:03,
242,3,8,,1,8.9,10.9,Caligula and Incitatus,"Between 37 AD and 41 AD, ancient Rome had an emperor named Caligula, and Caligula had a pet horse. Caligula was not the world’s most popular leader, so a lot of people made up stories about him to make him look bad, or silly, or crazy. Since Caligula lived such a long time ago, it’s hard for historians to know exactly which of these stories are true, and which ones were made up or exaggerated. But we do know that of all the horses Caligula had (which was a lot!), he had a favourite: Incitatus. In Latin, ""incitatus” means ""swift” or ""fast”, and Caligula thought Incitatus was the coolest, fastest, most beautiful horse in all the land!

But some stories say that Caligula’s love for Incitatus went even farther than that! Some stories say that Caligula gave Incitatus a stable made of marble and a feeding trough made of ivory! They say that Caligula clothed his horse in the expensive and rare purple blankets that were meant only for royalty, and that he ordered REAL GOLD to be mixed in with Incitatus’ oats! Some records even say that Caligula had a special collar made for Incitatus that was covered in shiny precious stones.

But the craziest story of all is that Caligula was planning on putting Incitatus in government! According to the legend, Caligula wanted to make Incitatus a ""consul” which was a very important and high-ranking elected position in the Roman government, sort of like a senator. (I guess if the horse disagreed with any laws being passed, he could just shout out ""Neigh”!) Caligula even ordered that a large house would be built and filled with servants so that Incitatus could greet and entertain visiting politicians and royalty from other lands! Some people say that Caligula wanted to make Incitatus a consul as an insult to the other senators (""your job is so easy my horse could do it!”). Other people think that Caligula was just a crazy guy with a thing for horses. But, whether Caligula was serious or just horsin’ around, it is clear that Incitatus was a horse for the ages!
",0,0,2019-11-11 17:05:57,2019-03-20 20:03:03,
262,4,1,,2,0.3,-0.7,Elf Strengths,"The elf fell out of the tree. ""I make toys. Climbing is not my strong suit.” he squeaked.
",0,0,2019-09-05 16:24:22,2019-03-20 20:03:03,
263,4,3,,4,3.0,1.9,Elf Tears,"The little purple elf began to cry. His face went wrinkly. His round nose ran. He made a sound like a honking walrus. Shiny tears started to run down his cheeks and he wiped them away quickly. But then he took one damp furry finger and popped it into his mouth. 

“Mmmmm,” he said with a small smile. “Caramel!”
",0,0,2019-01-25 20:47:44,2019-03-20 20:03:03,
264,7,4,,2,2.9,2.8,Under the Bed,"Slowly, Ashton bent down to look under the bed. Out of the darkness, a pair of eyes opened.

""I’ve been waiting for you,” it growled.
",0,0,2020-05-09 19:25:32,2019-03-20 20:03:03,
265,8,1,,2,0.9,1.1,The Trap,"""What do we do now?” Marcia asked Cody.

""Now we wait for the thief to fall into our trap!” Cody replied.
",0,0,2019-09-05 16:32:04,2019-03-20 20:03:03,
266,10,2,,2,2.8,2.3,The Slide,"The slide was covered in butter. The kids were ready to set a new world record for speed.
",0,0,2019-09-05 16:33:22,2019-03-20 20:03:03,
267,11,2,,2,2.4,1.6,The Big Red Button,"Inside the spaceship was a big red button. It had a large sign over it that read: ""DO NOT PRESS!” Justin reached out his index finger.

""What’s the <i>worst</i> that could happen?” he said.
",0,0,2019-09-05 16:35:53,2019-03-20 20:03:03,
268,12,2,,2,2.6,2.8,Camel Jumps the Stump,"The camel hopped over a tree trunk. ""My humps and I jumped over the stump,” he said. ""I had to jump it so I wouldn’t bump it, so now I can keep playing my trumpet.”
",0,0,2019-09-05 16:19:41,2019-03-20 20:03:03,
269,12,5,,2,5.3,4.5,Peppito's Pants,"Peppito the Puppet looked down at his pink felt pants. If he was going to become a lawyer, he was going to need a new outfit.
",0,0,2019-01-25 20:47:44,2019-03-20 20:03:03,
270,4,4,,2,4.7,4.8,Layla's Birds,"Layla raised her wand and pointed it into the dark forest. As the tip glowed white, hundreds of birds burst into the night sky. 
",0,0,2019-01-25 20:47:44,2019-03-20 20:03:03,
271,4,1,,2,1.9,0.9,Disdainful Tree,"The great oak tree looked down at the small wizard in his pointy hat. ""You have got to be kidding me!” it said. ""No tree in their right root would agree to that!”
",0,0,2019-09-05 16:28:26,2019-03-20 20:03:03,
272,4,5,,2,5.9,5.3,Flamingo Mermaid,"It was definitely the strangest mermaid he had ever seen. It had the bottom half of a fish, but the top half of a flamingo!
",0,0,2019-01-25 20:47:44,2019-03-20 20:03:03,
273,5,1,,2,0.9,-0.4,The Living Broom,"Suddenly the broom came to life! 

""I’m alive!” the broom shouted with glee. ""But...um...so...what do I do now?”
",0,0,2019-09-05 16:29:36,2019-03-20 20:03:03,
274,5,2,,2,2.9,2.6,Noseless Witch,"The evil witch laughed so hard that her hat fell off. As she bent over to pick it up, her big warty nose fell off too!
",0,0,2019-09-05 16:29:51,2019-03-20 20:03:03,
287,4,2,,4,2.5,1.3,Centaur King,"The shadowy shape stepped into the light. It was a man, sort of. His head, chest, and arms were like a normal man. He had dark brown skin and clear dark eyes. But below his waist was the body of a horse! He had four strong legs and a swishing black tail. Upon his head sat a sparkling silver crown. 

""Hello. I am King of the River Lands,” he said. 
",0,0,2019-09-05 16:36:51,2019-03-20 20:03:03,
288,12,1,,4,1.7,0.4,The Singing Rock,"The little girl looked up at the big rock. The big rock just sat there.

""How am I ever going to make a rock sing?” she asked it. But the rock didn’t answer. The big rock just sat there.

The little girl tried singing to the rock. She tried humming near the rock. She got two sticks and played drums on the rock. She got mad and kicked the rock! But no matter what she tried, the rock did not sing. Like always, the big rock just sat there.
",0,0,2020-01-13 20:29:30,2019-03-20 20:03:03,
289,12,3,,4,3.4,2.7,Stretchy Gum,"Michael chewed on a fat pink wad of bubble gum. He bit down on one end and pulled on the other. It stretched and stretched and stretched! It was long and skinny and sticky! He started walking backwards. The gum stretched and stretched and stretched! He walked backwards down the street. He walked around the corner. He walked over the bridge. He walked all the way to the edge of town! And still the gum just stretched and stretched!
",0,0,2019-02-12 17:21:36,2019-03-20 20:03:03,
290,5,4,,4,4.4,2.7,The Pizza Fairy,"The Pizza Fairy flew into the kitchen. She saw the great round pizza lying on the table. 

“More toppings please!” the children cried. “Please, please, and lots more cheese!”

So the Pizza Fairy raised her magic wand. With a flick of her wrist, more toppings appeared on the pizza! First there was cheese, lots of cheese! Then some pepperoni too! 

“More, more!” the children cried.

So the Pizza Fairy raised her magic wand again. Tomatoes appeared! And peppers too! Then onions, and mushrooms, and………...carrots? Then strawberries and chocolate chips! Then mustard, and bananas and dog treats! Everything on top of the pizza!

“No more toppings please!” the children cried. “Please, please, we want plain cheese!”


",0,0,2019-02-12 17:21:36,2019-03-20 20:03:03,
291,5,3,,4,3.2,2.2,Goblin Games,"Two wrinkly green goblins sat down for a game. They stared at each other across the dark table. One goblin took out a glass marble and placed it under a wooden cup. Then he took out two more wooden cups that looked just the same. 

“Three wooden cups, all in a line,” he sang. “Find the marble, and you win what’s mine!”

The goblin started moving the cups around the table. He switched them back and forth. Then he switched them again! He switched them faster and faster until the cups were just a blur! Then all at once, he stopped. Three wooden cups sat side by side on the table. 

“Which cup holds the marble?” he growled. 

The second goblin pointed to the cup on the left. The first goblin raised an eyebrow.

“Are you sure?” he said.
",0,0,2019-02-12 17:21:36,2019-03-20 20:03:03,
292,7,4,,4,2.6,2.3,Shadow Monster,"The shadow monster was growing on the wall. Every night it grew bigger and bigger. 
	It had long, flapping arms. It had sharp, pointy fingers. It was tall and always leaning. 
	Cody’s mom said it was just the shadow of a tree outside the window. But Cody saw it every night on his bedroom wall. And he knew better. 
	He had seen it open its eyes.
",0,0,2020-05-09 19:26:17,2019-03-20 20:03:03,
293,7,2,,4,2.9,1.9,Black Goo Rising,"Casey was brushing her teeth. She was looking at her own foamy mouth in the mirror. 
	Then she heard a noise. 
	It was a thick, wet, bubbling sound. It was coming from the bathtub– but the bathtub was empty. 
	Slowly, Casey bent over the side of the tub. At first, everything looked normal. Then a slimy black goo began oozing out of the drain! More and more of it bubbled up. The black goo was filling the tub!
	Casey didn’t know what it was, but she didn’t like it. It smelled like wet socks and metal. There was so much goo! It was going to spill out of the tub! Casey dropped her toothbrush and ran.
",0,0,2019-09-24 14:04:21,2019-03-20 20:03:03,
294,8,4,,1,4.3,2.3,Butterfly Room,"The class walked into the butterfly room. It was like a giant greenhouse! The walls were glass, and it was full of plants. The air felt warm and a little damp. 
	Every kid’s face pointed a different way to watch the colorful bugs. Hundreds of butterflies floated around the room! Jane pointed at a shiny purple one over her head. Benji found one that was yellow and green. A black and white striped one landed on Susan’s arm. 
	Then the tour guide stepped forward. She pointed at a small glass room filled with flowers. 

	""Our rarest butterfly lives in here,” she said. ""It has blue wings with black tips.” The class crowded around her. They all wanted to be the first to spot the blue butterfly. 

	""There’s no butterflies in there at all!” Carla shouted after a while. 

	""You’re right!” said the tour guide. She looked scared. ""The Palos Blue is gone!”
",0,0,2019-09-24 15:00:32,2019-03-20 20:03:03,
295,8,1,,4,1.6,0.5,Secrets Box,"Marcie pulled her shoebox out from under the bed. It was blue and orange with her name on it. It was the box she kept all her secrets in. She lifted off the lid. 
	She had been away at camp all summer. She had to make sure that all her secrets were still safe.
	She took each object out, one at a time. 
	Notebook? Check! 
	Photos? Check! 
	Mood ring? Check! 
	Letter from her alien pen-pal? Not check! It was gone!
",0,0,2019-09-23 17:41:10,2019-03-20 20:03:03,
296,8,4,,4,4.6,3.0,The Case of the Missing Mystery,"Hassan looked for clues. He dusted for fingerprints. He followed some footprints. He asked a lot of questions. He wrote in his notebook. He spied on people. Hassan had all the clues he needed! Now he just needed a mystery to solve!
",0,0,2019-02-12 17:21:36,2019-03-20 20:03:03,
