id,genreId,gradeId,text,passageId,skillId,questionTypeId,question,potentialAnswers,correctAnswers,Question Type
131,5,5,"Silnaya pushed the giant ruby up the mountain. The ruby was a shining deep, dark red. It was twice as tall as she was and it was heavier than a thousand cows. The climb took three whole days and three whole nights. When Silnaya reached the mountaintop, her back was sore and her legs were bleeding. But Silnaya was proud of herself. At the top, she spotted the holy wise woman she had come to see: Umnaya. Silnaya walked over to Umnaya. Umnaya sat very still and watched Silnaya approach. 

“So,” puffed Silnaya, “are you the wacko who wanted this giant shiny rock so bad?”
",131,3.0,1,Why did Silnaya have a sore back and bleeding legs? ,"[""She was hurt by Umnaya."", ""From the strain of pushing the ruby up the mountain."", ""She was attacked by wild animals while climbing the mountain."", ""Her back had always been sore and her legs had always been bleeding.""]","[""From the strain of pushing the ruby up the mountain.""]",Inferential
131,5,5,"Silnaya pushed the giant ruby up the mountain. The ruby was a shining deep, dark red. It was twice as tall as she was and it was heavier than a thousand cows. The climb took three whole days and three whole nights. When Silnaya reached the mountaintop, her back was sore and her legs were bleeding. But Silnaya was proud of herself. At the top, she spotted the holy wise woman she had come to see: Umnaya. Silnaya walked over to Umnaya. Umnaya sat very still and watched Silnaya approach. 

“So,” puffed Silnaya, “are you the wacko who wanted this giant shiny rock so bad?”
",131,3.0,1,Why was Silnaya pushing the ruby up the mountain?,"[""She wanted to do it for exercise."", ""She was participating in a contest to see who could reach the top of the mountain first."", ""She was taking it to the king."", ""She was taking it to Umnaya.""]","[""She was taking it to Umnaya.""]",Literal
131,5,5,"Silnaya pushed the giant ruby up the mountain. The ruby was a shining deep, dark red. It was twice as tall as she was and it was heavier than a thousand cows. The climb took three whole days and three whole nights. When Silnaya reached the mountaintop, her back was sore and her legs were bleeding. But Silnaya was proud of herself. At the top, she spotted the holy wise woman she had come to see: Umnaya. Silnaya walked over to Umnaya. Umnaya sat very still and watched Silnaya approach. 

“So,” puffed Silnaya, “are you the wacko who wanted this giant shiny rock so bad?”
",131,3.0,1,What happened when Silnaya reached the top of the mountain?,"[""She spotted the wise holy woman."", ""Her back was sore."", ""Her legs were bleeding."", ""All of the above""]","[""All of the above""]",Literal
132,8,5,"Ilya followed the sneaker prints in the sand. But after a while they turned into paw prints!
",132,3.0,1,Which of the following sentences best summarizes this story?,"[""Ilya is walking on the beach. "", ""Ilya is taking her dog for a walk on the beach. "", ""Ilya follows footprints in the sand and discovers they later are replaced with animal tracks. "", ""Ilya is following a set of footprints in the sand. ""]","[""Ilya follows footprints in the sand and discovers they later are replaced with animal tracks. ""]",Literal
133,9,5,"There is an ancient Greek myth about a young girl named Arachne (said like ""ah-rak-nay”), and the goddess Athena. The myth says that Arachne was very, very good at weaving. All day Arachne would spin thread into yarn with a spindle. Then all night Arachne would use a loom to weave beautiful fabrics. Arachne got so good at weaving that she began to brag about her talent. She said that nobody in the whole world could weave as well as she did– not even a god. 

This angered the goddess Athena. Athena was the Greek goddess of wisdom and crafts. She did not like to hear a human claiming to be more skillful than a goddess. So, Athena challenged Arachne to a contest. They would both create a weaving. Whoever created the best weaving would win. Whoever lost would never be allowed to use a spindle or loom again! Arachne agreed and they both began weaving.

Arachne created a beautiful fabric. She used threads of every colour. It was as soft as silk and as strong as rock. But when it was Athena’s turn, she created something incredible. Athena did not use thread to weave. Instead, she used the morning sunbeams and the fluffy white clouds. She used the green of spring fields and the blue of the sky. Of course, Athena won the contest. Arachne was very upset. She would never be allowed to weave again! 

But Athena took pity on Arachne… by turning her into a spider! That way, Arachne wouldn’t need a spindle or loom. She could still spin and weave all day as she made her webs! And that’s why we call spiders ""arachnids”– all because of the ancient Greek story of Arachne!
",133,3.0,1,What would happen to the one who lost the contest? ,"[""They would be turned into a spider."", ""They would never be allowed to use a spindle or loom again."", ""They would be killed."", ""They would switch places with the other one.""]","[""They would never be allowed to use a spindle or loom again.""]",Literal
133,9,5,"There is an ancient Greek myth about a young girl named Arachne (said like ""ah-rak-nay”), and the goddess Athena. The myth says that Arachne was very, very good at weaving. All day Arachne would spin thread into yarn with a spindle. Then all night Arachne would use a loom to weave beautiful fabrics. Arachne got so good at weaving that she began to brag about her talent. She said that nobody in the whole world could weave as well as she did– not even a god. 

This angered the goddess Athena. Athena was the Greek goddess of wisdom and crafts. She did not like to hear a human claiming to be more skillful than a goddess. So, Athena challenged Arachne to a contest. They would both create a weaving. Whoever created the best weaving would win. Whoever lost would never be allowed to use a spindle or loom again! Arachne agreed and they both began weaving.

Arachne created a beautiful fabric. She used threads of every colour. It was as soft as silk and as strong as rock. But when it was Athena’s turn, she created something incredible. Athena did not use thread to weave. Instead, she used the morning sunbeams and the fluffy white clouds. She used the green of spring fields and the blue of the sky. Of course, Athena won the contest. Arachne was very upset. She would never be allowed to weave again! 

But Athena took pity on Arachne… by turning her into a spider! That way, Arachne wouldn’t need a spindle or loom. She could still spin and weave all day as she made her webs! And that’s why we call spiders ""arachnids”– all because of the ancient Greek story of Arachne!
",133,3.0,1,"Why doe we call spiders ""arachnids""?","[""Athena turned Arachne into a spider."", ""People wanted to remember Arachne."", ""The scientist who discovered spiders was named Arachne."", ""People were angry at Arachne, so they named a creepy insect after her.""]","[""Athena turned Arachne into a spider.""]",Literal
134,3,5,"In ancient times, there was a story about how the city of Rome was created. Most people now believe that the story was a myth. But, many ancient Romans believed that it really happened. 

The story tells of a pair of twin brothers: Remus and Romulus. The twins were the sons of King Amulius. King Amulius was the king of Alba Longa (a city near to where Rome would be). But he was afraid that his sons would try to steal his throne some day. So King Amulius threw Remus and Romulus into the river Tiber! Luckily, the twins were saved by Tiberinus, the god of the river. Tiberinus left the twins safely in a cave.

In the cave was a female wolf. But instead of attacking the children, the wolf cared for them as her own. Remus and Romulus drank the wolf’s milk. The wolf protected them as they learned and grew. When they were grown, Remus and Romulus set out to start their own city. Romulus chose the hill on which the city would stand. The city was named “Rome” in his honor. Thousands of years later, the wolf that raised Remus and Romulus is still seen as a symbol of the city. The wolf cared for the human children and gave them everything they needed– just like Rome. 
",134,3.0,1,Where did the name for Rome come from?,"[""In honor of Romulus"", ""In honor of Remus"", ""The king named it"", ""Tiberinus named it""]","[""In honor of Romulus""]",Literal
136,11,5,"Rania’s robot started working on a Monday. ""Bzzt, bzzt,” it said. ""Oh good - I have some math homework for you to do,” said Rania. The robot did the homework. ""Hmm,” Rania said. ""That’s useful, but I need you to be able to go to my violin lesson for me too.” So the next day, the robot did Rania’s homework and went to her violin lesson. ""That’s useful, but not useful enough,” said Rania. ""Set the table for me.” So the robot did her homework, practiced her violin, and set the table. The next day, it walked the dog as well as doing Rania’s homework, practicing her violin, and setting the table. The next day, it cleaned Rania’s room on top of everything else. The next day, the robot broke. Rania sighed. ""Now I have to do my homework, practice violin, set the table, walk the dog, clean my room, AND fix a robot,” she said. ""I wish I had some help around here!”
",136,3.0,1,Which sentence best summarizes this story?,"[""The robot helped Rania finish a lot of work."", ""Rania gave the robot too much work to do and it broke."", ""Rania had to do all the work by herself after she broke the robot."", ""Rania and her robot worked well together.""]","[""Rania gave the robot too much work to do and it broke.""]",Inferential
137,4,5,"The footprints were no bigger than Jana’s fingernail. They led to a hole in the wall that Jana had thought belonged to a mouse.
",137,3.0,1,True or false: Jana found a footprint from a mouse.,"[""True"", ""False""]","[""False""]",Inferential
141,10,5,"Liam hid two dollars in the flower bed last week. So imagine his surprise when he dug them up and found three dollars instead!
",141,3.0,1,Which of the following sentences best summarizes the passage?,"[""The character buries money, only to find more money than what he had originally buried."", ""The character buries money, only to find less money than what he had originally buried."", ""The character buries money, and then returns for it later."", ""The character buries money, but someone else finds it before he can come back to retrieve it.""]","[""The character buries money, only to find more money than what he had originally buried.""]",Inferential
142,2,5,"Underneath all that white fur, polar bears actually have black skin! Their white fur helps them blend in with the snowy ground. But the black skin helps them absorb the sun’s heat!
",142,3.0,1,"If you had to summarize this passage with only a single keyword, which one would you select?","[""Skin"", ""Snow"", ""Sun"", ""Fur""]","[""Skin""]",Inferential
144,4,6,"“We don’t have Hannukkah in the land of goblins,” said the chief goblin. He danced and pranced ahead of Rebekah as they walked through the stone tunnels. Rebekah sighed. “I guess you just have Christmas, then,” she said. “Not at all, my dear!” shouted the goblin with glee. They had reached the end of the tunnel, and the goblin pulled aside a green curtain. Spread out below Rebekah in a giant cave were hundreds of goblins, working on machines and decorations and other exciting-looking things. Funny noises and whoops of joy reached her ears. “Here, we have Goblinfest!”
",144,3.0,1,What did Rebekah see behind the green curtain?,"[""Goblins working on machines and decorations."", ""Goblins dancing around."", ""Goblins celebrating Christmas."", ""Goblins celebrating Hanukkah.""]","[""Goblins working on machines and decorations.""]",Literal
144,4,6,"“We don’t have Hannukkah in the land of goblins,” said the chief goblin. He danced and pranced ahead of Rebekah as they walked through the stone tunnels. Rebekah sighed. “I guess you just have Christmas, then,” she said. “Not at all, my dear!” shouted the goblin with glee. They had reached the end of the tunnel, and the goblin pulled aside a green curtain. Spread out below Rebekah in a giant cave were hundreds of goblins, working on machines and decorations and other exciting-looking things. Funny noises and whoops of joy reached her ears. “Here, we have Goblinfest!”
",144,3.0,1,Where were Rebekah and the goblin walking?,"[""On a train"", ""In a giant cave"", ""Through stone tunnels"", ""Through a factory""]","[""Through stone tunnels""]",Literal
144,4,6,"“We don’t have Hannukkah in the land of goblins,” said the chief goblin. He danced and pranced ahead of Rebekah as they walked through the stone tunnels. Rebekah sighed. “I guess you just have Christmas, then,” she said. “Not at all, my dear!” shouted the goblin with glee. They had reached the end of the tunnel, and the goblin pulled aside a green curtain. Spread out below Rebekah in a giant cave were hundreds of goblins, working on machines and decorations and other exciting-looking things. Funny noises and whoops of joy reached her ears. “Here, we have Goblinfest!”
",144,3.0,1,Which holiday(s) do goblins celebrate?,"[""Christmas and Goblinfest"", ""Hanukkah and Goblinfest"", ""Christmas only"", ""Goblinfest only""]","[""Goblinfest only""]",Literal
144,4,6,"“We don’t have Hannukkah in the land of goblins,” said the chief goblin. He danced and pranced ahead of Rebekah as they walked through the stone tunnels. Rebekah sighed. “I guess you just have Christmas, then,” she said. “Not at all, my dear!” shouted the goblin with glee. They had reached the end of the tunnel, and the goblin pulled aside a green curtain. Spread out below Rebekah in a giant cave were hundreds of goblins, working on machines and decorations and other exciting-looking things. Funny noises and whoops of joy reached her ears. “Here, we have Goblinfest!”
",144,3.0,1,How many goblins were working in the cave?,"[""Millions"", ""Hundreds"", ""Thousands"", ""Fifty""]","[""Hundreds""]",Literal
145,11,6,"Sharee had never petted a bunny before. There hadn’t been any animals on the space station.
",145,3.0,1,What is this passage about?,"[""Sharee's first time petting a bunny"", ""Sharee's life on the space station"", ""Animals on the space station"", ""Sharee hearing about a petting zoo for the first time""]","[""Sharee's first time petting a bunny""]",Literal
145,11,6,"Sharee had never petted a bunny before. There hadn’t been any animals on the space station.
",145,3.0,1,Why hadn't Sharee ever petted a bunny before?,"[""Because she was afraid of them"", ""Because she didn't know they existed"", ""Because there were no bunnies on the space station"", ""Because she was allergic""]","[""Because there were no bunnies on the space station""]",Literal
147,8,6,"From up in the tree, Dylan had a perfect view of the ice sculpture. She sat quietly, waiting for the Sinister Smasher to show up.
",147,3.0,1,What was Dylan doing in the tree?,"[""She was singing."", ""She was taking a picture of the ice sculpture."", ""She was waiting for the Sinister Smasher."", ""She was yelling at the Sinister Smasher.""]","[""She was waiting for the Sinister Smasher.""]",Literal
149,10,5,"Esme was going to be sick. She had been sitting in math class trying to fight that churning feeling, but suddenly she knew the fight was over. Her stomach was going to win. She raised her hand to ask Mrs. Crenlaw if she could go, but when she opened her mouth all she could say was ""Can I... bathroom? I’m gonna–” She burped loudly and shut her mouth tight again to stop anything else from coming out. Forgetting about permission, Esme jumped up and ran for the door. Sprinting towards the girls’ bathroom, she kept one hand covering her mouth just in case. As she reached the door and shoved it open she thought: <i>Why does every word for throwing up make it sound like you’re actually throwing up when you say it? Hurl, barf, vomit, spew…</i>

Before she could answer herself she felt a terrible gurgling from her stomach. She wrenched open one of the stall doors and stepped inside. She stared down into the toilet water and tried to take a deep breath. <i>Gross!</i> She thought. <i>I knew I should have never let Georgia talk me into that stupid gummy worm eating contest. But Georgia can’t be feeling too great either, she must have eaten twice as many as me!</i>

Just then there was the creak of the bathroom door opening and a slam from the stall door on Esme’s right. Esme heard a small burp and bent lower to see the shoes in the next stall. Just as she thought, she saw a pair of bright blue sneakers with red racing stripes. 

""Hey Georgia,” Esme said. ""At least we’re in this togeth–” But Esme wasn’t sure that Georgia heard the rest of it over the wet splash from the next stall.
",149,3.0,1,True or False: The events in this story could not really happen.,"[""True"", ""False""]","[""False""]",Inferential
149,10,5,"Esme was going to be sick. She had been sitting in math class trying to fight that churning feeling, but suddenly she knew the fight was over. Her stomach was going to win. She raised her hand to ask Mrs. Crenlaw if she could go, but when she opened her mouth all she could say was ""Can I... bathroom? I’m gonna–” She burped loudly and shut her mouth tight again to stop anything else from coming out. Forgetting about permission, Esme jumped up and ran for the door. Sprinting towards the girls’ bathroom, she kept one hand covering her mouth just in case. As she reached the door and shoved it open she thought: <i>Why does every word for throwing up make it sound like you’re actually throwing up when you say it? Hurl, barf, vomit, spew…</i>

Before she could answer herself she felt a terrible gurgling from her stomach. She wrenched open one of the stall doors and stepped inside. She stared down into the toilet water and tried to take a deep breath. <i>Gross!</i> She thought. <i>I knew I should have never let Georgia talk me into that stupid gummy worm eating contest. But Georgia can’t be feeling too great either, she must have eaten twice as many as me!</i>

Just then there was the creak of the bathroom door opening and a slam from the stall door on Esme’s right. Esme heard a small burp and bent lower to see the shoes in the next stall. Just as she thought, she saw a pair of bright blue sneakers with red racing stripes. 

""Hey Georgia,” Esme said. ""At least we’re in this togeth–” But Esme wasn’t sure that Georgia heard the rest of it over the wet splash from the next stall.
",149,3.0,1,Why did Esme and Georgia get sick?,"[""They ate too many pancakes."", ""They had a gummy worm eating contest."", ""They had the flu."", ""They were nervous for a test.""]","[""They had a gummy worm eating contest.""]",Literal
153,3,6,"When important Vikings died, all of their riches would be put on a ship with them. Then their fellows would light the whole thing on fire and push the ship out to sea. 
",153,3.0,1,Would you describe this passage as factual or opinionated?,"[""This passage is factual. The author only included facts about Viking funerals."", ""This passage is opinionated. The author only included his or her own opinions about Viking funerals. "", ""This passage is a mix of facts and opinions. The author included both facts and opinions about Viking funerals. ""]","[""This passage is factual. The author only included facts about Viking funerals.""]",Inferential
154,2,6,"The word “muscle” comes from the Latin term for “little mouse”. That’s because the ancient Romans thought that muscles looked like mice under the skin.
",154,3.0,1,Which animal did Ancient Romans think that human muscles looked like?,"[""Owl"", ""Mouse"", ""Tiger"", ""Lizard""]","[""Mouse""]",Literal
155,7,6,"Something was looking at Priya from the roof next door. Priya had been on her back porch looking up at the faraway stars when she noticed two stars that were too close. Up on top of the roof next door, two round glowing circles stood out against the darkness. Priya realized they were not stars, they were eyes. But it was too dark to see what creature the eyes belonged to. Whatever it was started to growl. Suddenly she was picturing the monsters of every campfire story she had ever heard. She imagined curved horns, and sharp teeth and long, powerful, scaly tails. Then a second pair of eyes appeared, right beside the first. These eyes were smaller, but also glowing. Then a third pair appeared beside those! 

Just then Priya’s mom came outside and flicked on the porch light. Priya looked back up at the roof and saw three plump and fuzzy raccoons sitting there. They looked down at Priya with their little bandit mask faces. The smallest one was chewing on an empty juice box. After a moment, they waddled away back into the darkness. Priya burst out laughing, but her mom didn’t understand what was so funny.
",155,3.0,1,"The ""round glowing circles"" that Priya spotted from her porch were actually...","[""Stars"", ""A set of binoculars used by her neighbor"", ""The eyes of three raccoons"", ""A car's headlights""]","[""The eyes of three raccoons""]",Literal
156,2,6,"Hair, hair, everywhere! Did you know that all mammals have hair on their bodies? Just like us! And all that hair is for more than just looking good. The hair on our heads helps protect us from the sun when it’s hot. It also helps keep our heads warm when it’s cold! But have you ever thought about your tiny eyebrow hairs? They protect your eyes from the sweat on your forehead. They also help us to show emotion when we are angry, surprised, or confused! What about the even <i>tinier</i> hairs on your eyelids: your eyelashes! Your eyelashes also help protect your eyes from dust and dirt (and anything else trying to fly in there)! Eyelashes are also great for making wishes on, but that hasn’t been scientifically proven yet. We have so many uses for hair! Hair we go again!
",156,3.0,1,"If you had to summarize this passage with only a single keyword, which one would you select?","[""mammals"", ""hair"", ""eyelashes"", ""eyebrows""]","[""hair""]",Inferential
156,2,6,"Hair, hair, everywhere! Did you know that all mammals have hair on their bodies? Just like us! And all that hair is for more than just looking good. The hair on our heads helps protect us from the sun when it’s hot. It also helps keep our heads warm when it’s cold! But have you ever thought about your tiny eyebrow hairs? They protect your eyes from the sweat on your forehead. They also help us to show emotion when we are angry, surprised, or confused! What about the even <i>tinier</i> hairs on your eyelids: your eyelashes! Your eyelashes also help protect your eyes from dust and dirt (and anything else trying to fly in there)! Eyelashes are also great for making wishes on, but that hasn’t been scientifically proven yet. We have so many uses for hair! Hair we go again!
",156,3.0,1,Which sentence from the text would best summarize the passage?,"[""\""Hair, hair, everywhere!\"""", ""\""All that hair is for more than just looking good.\"""", ""\""Your eyelashes also help protect your eyes from dust and dirt...\"""", ""\""Did you know that all mammals have hair on their bodies?\""""]","[""\""All that hair is for more than just looking good.\""""]",Literal
157,10,6,"Audrey has over one hundred cousins! Luckily, she also has a very good memory.
",157,3.0,1,Which of the following summaries is the most accurate?,"[""Audrey has a lot of cousins."", ""Audrey has over one hundred cousins, and she knows all of their names."", ""Audrey has over one hundred cousins, and she struggles to remember their names."", ""Audrey has over one hundred cousins, and she doesn't know all of them.""]","[""Audrey has over one hundred cousins, and she knows all of their names.""]",Literal
159,4,6,"The princess was the prettiest in all the land. Unfortunately, it was a land of earthworms, which have no eyes.
",159,3.0,1,"According to the passage, what do earthworms NOT have?","[""A land"", ""A princess"", ""Eyes"", ""Ears""]","[""Eyes""]",Literal
161,2,6,"Cats have very flexible backbones and skeletons. This allows them to move their bodies in ways that humans can’t. Have you ever looked closely at how a cat walks? When a cat walks, it puts its back paws in the exact same spot that its front paws just were! That makes it easier for them to balance on thin fences and leave fewer footprints. It also makes them quiet as they move around. But it begs the question: what do cats have to be so sneaky about?
",161,3.0,1,Which of the following descriptions is NOT correct? ,"[""Cats have good balance because of the way they walk."", ""Humans can move just like cats."", ""Cats move around quietly."", ""Cats have flexible backbones and skeletons.""]","[""Humans can move just like cats.""]",Literal
163,4,6,"Wizards work spells day and night in the Cloud Kingdom, to make the clouds strong enough to walk on.
",163,3.0,1,Which summary is accurate?,"[""Wizards cast spells on people. "", ""Wizard cast spells on clouds to control the weather. "", ""Wizards cast spells on clouds so people may walk upon them. "", ""Wizards want to invade the Cloud Kingdom. ""]","[""Wizards cast spells on clouds so people may walk upon them. ""]",Literal
164,2,6,"The Stegosaurus was a dinosaur that was over nine meters long! But inside that huge body, its brain was just the size of a walnut.
",164,3.0,1,"If you had to summarize this passage using only one keyword, which of the following would you select?","[""dinosaur"", ""walnut"", ""sizes"", ""Stegosaurus""]","[""Stegosaurus""]",Inferential
171,7,6,"Ethan had a sudden horrible thought. What if the swamp they were standing in wasn’t actually a swamp at all?
",171,3.0,1,"In this passage, Ethan has a _______.","[""Dream"", ""Realization"", ""Plan"", ""Meltdown""]","[""Realization""]",Literal
172,3,6,"The Spartans used long, heavy iron rods as money. The rods were made difficult to carry to stop people from getting too greedy!
",172,3.0,1,Why did the Spartans use heavy rods for currency?,"[""They were difficult to carry."", ""They would last longer than paper money."", ""Coins hadn't been invented yet."", ""Paper hadn't been invented yet.""]","[""They were difficult to carry.""]",Literal
173,3,6,"Did you know that British kids acted as secret spies during World War 1? It’s true! During the war, it was very important to be able to send messages in secret. If the enemy found out what you were planning, it could be extremely dangerous. So, the government and military had to find sneaky ways of talking to each other. That’s where the kids came in!

First they wanted to use the Boy Scouts. After all, who would suspect a nice little kid of passing top secret messages to generals and spies? So they tried it! Unfortunately, they found the Boy Scouts had a hard time keeping secrets to themselves. So then they had another idea: what about the Girl Guides? It worked perfectly! Over 90 Girl Guides worked as messengers for the war effort. They were seen as trusted agents and even paid for their work! 

So next time you’re buying Girl Guide cookies, just think about that!
",173,3.0,1,What is the purpose of the first paragraph?,"[""To explain why sending secret messages was important in the war."", ""To provide evidence that Boy Scouts can’t keep secrets."", ""To show that adults are untrustworthy."", ""To explain how Girl Guides started selling cookies.""]","[""To explain why sending secret messages was important in the war.""]",Literal
176,11,6,"The aliens zapped Jayden with their blasters before he got a chance to explain. He only wanted to fly their spaceship for a little bit!
",176,3.0,1,What did the aliens do to Jayden?,"[""They let him fly the spaceship."", ""They talked about spaceships."", ""They played Dreamscape together."", ""They zapped him with their blasters.""]","[""They zapped him with their blasters.""]",Literal
177,2,6,"Did you know that the amount of water there is in the world never EVER changes? Not even by a drop, it’s true! Since the very beginning of our planet way, way, way, way, way, WAAAAY back a long time ago, we’ve had the exact same amount of water on Earth. And it has been the SAME water this whole time, just popping up in different forms! That means that the water you drink from the fountain at school could be the same water that ran through the Nile River in ancient Egypt! How is that possible, you ask? It’s all through the amazing science of the “Water Cycle”. Want to find out how it works? WATER you waiting for? Read on!

The first step in the Water Cycle is “evaporation”. Evaporation is what happens when the sun gets so hot that it heats up water all over the planet, and changes it from a liquid into steam or vapour that rises up into the air. Water evaporates from oceans, lakes, rivers, ponds, puddles– even off of your own skin when you sweat! So if all that water is constantly evaporating, where does it all go? Good question!

The next step in the Water Cycle is “condensation”. Condensation is what happens when all of that steam and water vapour get together in the air and start to cool down again. When that happens, the water vapour turns back into its liquid form and becomes clouds in the sky! Have you ever seen a cloud that looked like a dragon? Or a dog? Or your Uncle Ernie with the ear hair? Well, it turns out they were all just water vapour the whole time! (Except your real Uncle Ernie, he’s a person). So now all that water is hanging out as a bunch of clouds, but how does it get back down to Earth?

RAIN! And snow! And sleet! And hail! The next step in the Water Cycle is “precipitation”, and precipitation is anything formed in clouds that falls back to Earth. Precipitation happens when so much of that water vapour gets together in one place that it becomes too heavy to keep in the clouds. Rain is water vapour falling back to Earth in its liquid form, whereas snow, hail, and sleet are all water vapour dressed up in some of its solid forms! What’s your favourite kind of precipitation? Rain is more refreshing than snow, but it’s really hard to make a rain-angel. So, is that it? Is that the final step in the cycle?

Nope– but almost! The very final step in the Water Cycle is “collection”. Collection is everything that happens to the precipitation when it actually lands back on the surface of our planet. Some precipitation falls right back into lakes and oceans and, easy-peasy, it’s ready for evaporation again. But some precipitation falls on land, and then it is collected in one of two ways: either it’s absorbed <i>into</i> the ground and becomes the water that plants drink, or it runs <i>over</i> the ground in rivers and streams until it reaches an ocean or lake once again!

So that’s it, the whole kit-and-kaboodle of the Water Cycle! It just keeps going around and around and around and around and– ok I’ll stop, I’m making myself dizzy! Now go get quenched!
",177,3.0,1,What is true about the water cycle?,"[""It involves water that has always been on the earth in different forms."", ""It includes four stages: evaporation, condensation, precipitation, collection"", ""The water cycle helps plants and animals have water to drink."", ""All of the above.""]","[""All of the above.""]",Literal
177,2,6,"Did you know that the amount of water there is in the world never EVER changes? Not even by a drop, it’s true! Since the very beginning of our planet way, way, way, way, way, WAAAAY back a long time ago, we’ve had the exact same amount of water on Earth. And it has been the SAME water this whole time, just popping up in different forms! That means that the water you drink from the fountain at school could be the same water that ran through the Nile River in ancient Egypt! How is that possible, you ask? It’s all through the amazing science of the “Water Cycle”. Want to find out how it works? WATER you waiting for? Read on!

The first step in the Water Cycle is “evaporation”. Evaporation is what happens when the sun gets so hot that it heats up water all over the planet, and changes it from a liquid into steam or vapour that rises up into the air. Water evaporates from oceans, lakes, rivers, ponds, puddles– even off of your own skin when you sweat! So if all that water is constantly evaporating, where does it all go? Good question!

The next step in the Water Cycle is “condensation”. Condensation is what happens when all of that steam and water vapour get together in the air and start to cool down again. When that happens, the water vapour turns back into its liquid form and becomes clouds in the sky! Have you ever seen a cloud that looked like a dragon? Or a dog? Or your Uncle Ernie with the ear hair? Well, it turns out they were all just water vapour the whole time! (Except your real Uncle Ernie, he’s a person). So now all that water is hanging out as a bunch of clouds, but how does it get back down to Earth?

RAIN! And snow! And sleet! And hail! The next step in the Water Cycle is “precipitation”, and precipitation is anything formed in clouds that falls back to Earth. Precipitation happens when so much of that water vapour gets together in one place that it becomes too heavy to keep in the clouds. Rain is water vapour falling back to Earth in its liquid form, whereas snow, hail, and sleet are all water vapour dressed up in some of its solid forms! What’s your favourite kind of precipitation? Rain is more refreshing than snow, but it’s really hard to make a rain-angel. So, is that it? Is that the final step in the cycle?

Nope– but almost! The very final step in the Water Cycle is “collection”. Collection is everything that happens to the precipitation when it actually lands back on the surface of our planet. Some precipitation falls right back into lakes and oceans and, easy-peasy, it’s ready for evaporation again. But some precipitation falls on land, and then it is collected in one of two ways: either it’s absorbed <i>into</i> the ground and becomes the water that plants drink, or it runs <i>over</i> the ground in rivers and streams until it reaches an ocean or lake once again!

So that’s it, the whole kit-and-kaboodle of the Water Cycle! It just keeps going around and around and around and around and– ok I’ll stop, I’m making myself dizzy! Now go get quenched!
",177,3.0,1,Which one of the following forms of precipitation is water vapor in a liquid form?,"[""Hail"", ""Sleet"", ""Rain"", ""Snow"", ""All of the above""]","[""Rain""]",Literal
177,2,6,"Did you know that the amount of water there is in the world never EVER changes? Not even by a drop, it’s true! Since the very beginning of our planet way, way, way, way, way, WAAAAY back a long time ago, we’ve had the exact same amount of water on Earth. And it has been the SAME water this whole time, just popping up in different forms! That means that the water you drink from the fountain at school could be the same water that ran through the Nile River in ancient Egypt! How is that possible, you ask? It’s all through the amazing science of the “Water Cycle”. Want to find out how it works? WATER you waiting for? Read on!

The first step in the Water Cycle is “evaporation”. Evaporation is what happens when the sun gets so hot that it heats up water all over the planet, and changes it from a liquid into steam or vapour that rises up into the air. Water evaporates from oceans, lakes, rivers, ponds, puddles– even off of your own skin when you sweat! So if all that water is constantly evaporating, where does it all go? Good question!

The next step in the Water Cycle is “condensation”. Condensation is what happens when all of that steam and water vapour get together in the air and start to cool down again. When that happens, the water vapour turns back into its liquid form and becomes clouds in the sky! Have you ever seen a cloud that looked like a dragon? Or a dog? Or your Uncle Ernie with the ear hair? Well, it turns out they were all just water vapour the whole time! (Except your real Uncle Ernie, he’s a person). So now all that water is hanging out as a bunch of clouds, but how does it get back down to Earth?

RAIN! And snow! And sleet! And hail! The next step in the Water Cycle is “precipitation”, and precipitation is anything formed in clouds that falls back to Earth. Precipitation happens when so much of that water vapour gets together in one place that it becomes too heavy to keep in the clouds. Rain is water vapour falling back to Earth in its liquid form, whereas snow, hail, and sleet are all water vapour dressed up in some of its solid forms! What’s your favourite kind of precipitation? Rain is more refreshing than snow, but it’s really hard to make a rain-angel. So, is that it? Is that the final step in the cycle?

Nope– but almost! The very final step in the Water Cycle is “collection”. Collection is everything that happens to the precipitation when it actually lands back on the surface of our planet. Some precipitation falls right back into lakes and oceans and, easy-peasy, it’s ready for evaporation again. But some precipitation falls on land, and then it is collected in one of two ways: either it’s absorbed <i>into</i> the ground and becomes the water that plants drink, or it runs <i>over</i> the ground in rivers and streams until it reaches an ocean or lake once again!

So that’s it, the whole kit-and-kaboodle of the Water Cycle! It just keeps going around and around and around and around and– ok I’ll stop, I’m making myself dizzy! Now go get quenched!
",177,3.0,1,What happens in the stage prior to precipitation?,"[""Loud thundercracks are always heard from the ground."", ""Rivers and creeks tend to run empty."", ""Animals begin to store supplies of food."", ""Water vapor in the air begins to cool down.""]","[""Water vapor in the air begins to cool down.""]",Literal
